wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
13,1,0,2,52,30,1,0,9,0.68333334,764,1,0,0,0.2638889,0,0,57.384617,18,3.8461537,0
11,2,0,13,23,49,1,0,9,0.68,109,1,2,0.7777778,0.18181819,1,2,8.454545,2,1,0
7,1,0,0,16,0,0,0,7,0,63,1,0,0,0.5714286,0,0,7.857143,2,1.2857143,0
20,1,1,0,25,108,0,0,20,0.8980263,229,0.75,4,0,0.25,0,0,9.65,2,1,0
3,1,0,4,17,1,1,0,1,0.5,100,0,1,0,0.5,0,0,32,4,2.6666667,0
1,1,0,1,2,0,1,0,0,2,43,0,1,0,1,0,0,33,0,0,0
16,1,1,0,17,120,0,0,16,2,23,0,0,0,0.3875,0,0,0.4375,1,0.9375,0
1,6,0,1,7,0,1,0,1,2,17,0,0,1,1,0,0,16,0,0,0
2,1,0,3,14,1,0,0,2,2,1791,0,0,0,0.75,0,0,894.5,11,5.5,0
4,2,0,19,76,0,1,0,1,0.5,640,1,1,0.875,0.6666667,1,1,158.5,5,1.5,1
8,1,0,4,28,16,2,0,3,0.71428573,140,1,0,0,0.21428572,0,0,16.25,7,1.5,0
2,2,0,3,6,0,1,0,2,0,22,1,1,0.5,0.6666667,0,0,9.5,1,0.5,0
4,1,0,2,5,0,1,0,0,0.6666667,28,1,2,0,0.4375,0,0,5.25,1,0.75,0
33,1,31,79,44,424,76,0,29,0.9125,392,1,5,0,0.22265625,0,0,10.424242,6,1.2121212,2
4,1,0,1,10,0,1,0,1,1.2962962,142,0.037037037,0,0,0.44444445,0,0,27.75,2,0.75,0
22,1,1,9,83,225,7,0,19,0.88095236,995,1,1,0,0.1984127,1,1,44.136364,23,3.409091,2
38,1,0,26,113,637,21,0,36,0.84864867,2141,0.2,0,0,0.13513513,0,0,55.210526,19,3.8157895,0
15,2,0,19,57,99,2,0,10,0.75,523,0.5,1,0.71428573,0.12888889,1,1,33.733334,5,1.2,0
9,3,0,7,59,0,0,0,7,0.625,491,1,4,0.75,0.2638889,2,2,53,2,1,1
2,4,0,4,5,1,1,0,2,2,39,0,0,0.9756098,0.6666667,1,1,18.5,1,0.5,0
2,2,0,2,5,0,1,0,2,0.6666667,30,0.6666667,1,0.8,0.6666667,1,1,12.5,1,0.5,0
15,1,0,0,15,105,0,0,15,2,15,0,0,0,0.33333334,0,0,0,1,1,0
4,4,0,5,31,0,0,0,4,0,125,1,0,0.95,0.625,2,2,30,1,0.75,0
4,1,0,4,15,0,1,0,3,0.6666667,95,1,0,0,0.45,0,0,22,1,0.75,0
4,3,0,16,46,4,0,0,3,0.8888889,283,0.6666667,0,0.96,0.5,1,3,69,1,0.5,0
10,1,0,5,17,7,4,0,10,1.0277778,280,0.25,0,0,0.7,0,0,25,6,1.7,0
7,1,0,4,20,9,3,0,6,0.33333334,93,1,0,0,0.42857143,0,0,12,1,0.85714287,0
6,2,0,1,25,15,0,0,5,2,101,0,0,0.6875,0.41666666,1,1,15.833333,6,1.6666666,0
5,3,0,0,12,0,0,0,0,0,41,0,1,0.8666667,0.5,1,5,7,1,0.8,0
6,1,0,11,7,15,10,0,5,1.16,79,0,1,0,0.6,0,0,11.333333,1,0.8333333,0
11,3,0,2,22,0,1,0,10,0.35,108,1,1,0.9,0.3,1,1,8.636364,2,0.90909094,0
5,1,0,0,7,8,0,0,4,0.75,23,0,1,0,0.75,0,0,3.4,1,0.6,0
2,1,0,2,4,1,2,0,2,2,10,0,0,0,0.75,0,0,4,1,0.5,0
5,1,0,0,33,10,0,0,3,2,264,0,0,0,0.4,0,0,51.8,8,3.4,0
2,1,0,1,6,0,1,0,1,0.33333334,26,0,1,0,0.625,0,0,10.5,1,0.5,0
11,2,0,3,28,47,1,0,11,0.4,177,1,0,0.78571427,0.47272727,1,2,14.909091,1,0.27272728,0
11,1,0,2,74,27,0,0,7,0.7,772,1,1,0,0.25714287,0,0,68.27273,6,1.5454545,0
9,3,0,12,66,0,0,0,7,0.7125,461,1,1,0.8955224,0.27083334,0,0,49.11111,11,2.6666667,0
2,1,0,2,4,1,1,0,1,1.8787879,305,0,0,0,1,0,0,102,0,0,0
2,1,0,1,4,0,1,0,1,0,26,0,3,0,0.625,0,0,10.5,1,0.5,0
25,2,0,11,50,300,5,0,25,2,116,0,0,0.52,0.19,1,6,3.64,1,0.96,0
12,1,0,4,12,66,3,0,12,2,12,0,0,0,0.41666666,0,0,0,1,1,0
62,2,0,11,143,1471,1,0,43,0.9299039,1875,0.9655172,0,0.44036698,0.23387097,2,6,28.774193,15,1.5967742,0
7,1,0,1,7,21,1,0,6,1.1428572,34,0,0,0,1,0,0,2.857143,1,0.85714287,0
1,1,0,0,2,0,0,0,1,2,7,0,0,0,1,0,0,3,0,0,0
3,1,0,3,5,1,1,0,1,0,19,0,1,0,0.6666667,0,0,5,1,0.33333334,0
2,1,1,0,3,1,0,0,2,2,5,0,0,0,0.75,0,0,1.5,1,0.5,0
13,1,0,6,15,64,6,0,12,0.86904764,390,1,0,0,0.33333334,0,0,28.461538,1,0.84615386,0
1,1,0,3,2,0,3,0,1,2,18,0,0,0,1,0,0,15,0,0,0
5,1,0,6,23,0,2,0,4,0.5833333,141,0,1,0,0.46666667,0,0,26.6,2,1.4,0
23,1,0,9,48,193,5,0,21,0.905303,429,0.9166667,5,0,0.27272728,0,0,17.130434,10,2.2608695,1
6,1,0,15,6,15,14,0,6,2,6,0,0,0,0.75,0,0,0,1,1,0
47,1,0,20,177,739,3,0,39,0.89440995,1737,1,4,0,0.09710145,0,0,35.51064,15,2.3829787,0
17,1,0,1,22,0,1,0,16,0.4375,275,1,0,0,0.3529412,0,0,14.941176,5,2.235294,0
74,1,0,31,142,2349,16,0,71,0.92367905,1303,0.9714286,8,0,0.13325031,0,0,16.135136,8,1.2297298,0
3,1,0,1,11,0,1,0,3,0.16666667,67,1,0,0,0.6666667,0,0,20.333334,3,1.6666666,0
24,1,0,36,157,20,2,0,19,0.6679842,1717,1,3,0,0.14715719,0,0,70.083336,26,4.3333335,0
2,2,0,2,4,0,1,0,2,0,21,1,0,0.9166667,0.6666667,0,0,9,1,0.5,0
5,2,0,6,20,0,1,0,4,0.8333333,176,0.16666667,1,0.8888889,0.35714287,0,0,33,6,1.6,0
2,2,0,4,13,0,1,0,1,0.33333334,51,0,1,0.8,0.6666667,0,0,23,1,0.5,0
2,1,0,1,4,0,1,0,1,0,26,0,1,0,0.625,0,0,10.5,1,0.5,0
2,1,0,3,14,1,0,0,2,2,577,0,0,0,0.75,0,0,287.5,6,3,0
2,2,0,5,10,1,2,0,2,2,36,0,0,0.9166667,0.6666667,1,1,17,1,0.5,0
10,3,0,10,42,11,0,0,9,0.5555556,273,0.5,0,0.82978725,0.46666667,2,2,26.1,1,0.8,0
11,2,0,9,13,7,9,0,10,0.8142857,105,0.85714287,0,0.87142855,0.41666666,0,0,7.909091,2,1.3636364,0
8,1,0,0,14,0,0,0,7,0.5714286,95,0.5,0,0,0.37142858,0,0,10.625,2,0.75,0
11,1,0,6,33,25,0,0,10,0.84444445,323,0.33333334,4,0,0.3,0,0,27.545454,11,2.090909,0
9,2,0,38,15,0,38,0,9,0.6666667,57,1,3,0.5294118,0.25396827,0,0,5,1,0.8888889,1
6,1,0,16,49,9,4,0,3,0.4,233,1,0,0,0.35185185,0,0,37.666668,3,1.1666666,1
10,3,0,1,15,21,1,0,6,0.84444445,77,1,0,0.8636364,0.5,0,0,6.2,1,0.9,0
6,1,0,1,11,0,1,0,3,0.6,86,0.25,3,0,0.46666667,1,1,12.666667,4,1.3333334,0
6,1,0,1,27,15,0,0,4,1.2,223,1,0,0,0.3,0,0,36,12,3.8333333,0
6,1,0,2,7,0,1,0,6,0.46666667,69,0.6666667,2,0,0.375,0,0,10,2,1.1666666,0
5,3,0,4,11,8,1,0,3,0.75,45,0,1,0.5,0.53333336,0,0,7.8,2,0.8,0
30,2,0,16,55,431,9,0,30,0.9655172,146,1,2,0.4814815,0.16,1,6,3.8,1,0.93333334,0
10,1,3,0,15,35,0,0,10,0.8518519,66,1,0,0,0.3,0,0,5.3,2,1,0
44,1,0,26,166,428,9,0,2,0.8806202,2361,1,7,0,0.14164905,0,0,52.31818,11,2.090909,6
2,2,0,5,19,0,1,0,2,0,116,1,0,0.9166667,0.8333333,0,0,56.5,1,0.5,0
2,4,0,4,5,1,1,0,2,2,39,0,0,0.9756098,0.6666667,1,1,18.5,1,0.5,0
14,1,0,3,15,91,1,0,14,1.0769231,135,0,0,0,0.15306123,0,0,0.21428572,1,0.9285714,0
2,1,0,5,11,0,1,0,1,0,52,0,1,0,0.75,0,0,24.5,4,2,0
3,1,0,13,52,0,1,0,1,0.5,248,0,2,0,0.6666667,0,0,80.333336,9,3,0
18,1,0,8,70,109,5,0,15,0.8602941,646,0.125,0,0,0.2254902,0,0,34.444443,5,2,0
31,2,0,3,63,313,0,0,27,0.87142855,912,0.78571427,0,0.4528302,0.28666666,0,0,27.967741,3,1.1290323,0
17,1,0,0,17,136,0,0,17,1.0625,58,0,0,0,0.47058824,0,0,0,1,1,0
2,1,0,3,4,0,1,0,1,0,21,0.5,2,0,0.6666667,0,0,8.5,1,0.5,0
29,2,0,26,67,404,1,0,21,0.10714286,418,1,0,0.5555556,0.07692308,0,0,13.379311,3,1.137931,0
23,1,0,1,27,181,1,0,22,0.97979796,3320,0.11111111,0,0,0.25,0,0,142.95653,17,3.9130435,0
43,1,0,17,159,567,3,0,24,0.7746032,2409,1,3,0,0.22321428,0,0,54.67442,22,3.8372092,0
2,1,0,2,5,0,1,0,1,0,29,0,1,0,0.6666667,0,0,12.5,1,0.5,0
21,3,3,7,44,2,3,0,12,0.545,317,0.8,0,0.64912283,0.30952382,1,3,13.619047,4,1.5238096,0
14,1,0,2,18,33,2,0,13,0.78205127,152,1,1,0,0.47619048,0,0,9.428572,5,1.2142857,0
3,2,0,3,6,0,1,0,1,0,21,1,0,0.5,0.6666667,0,0,5.6666665,1,0.6666667,0
2,1,0,2,5,1,0,0,2,2,11,0,0,0,0.75,0,0,4.5,1,0.5,0
56,1,0,49,89,1310,40,0,56,0.9564738,583,1,24,0,0.1375,0,0,8.821428,5,1.1964285,0
31,2,0,48,63,453,44,0,31,0.93333334,225,1,1,0.47272727,0.18951613,1,6,6.064516,2,0.9677419,0
1,2,0,3,2,0,1,0,0,2,8,0,1,0,1,0,0,6,0,0,0
11,3,0,1,20,27,1,0,10,0.8142857,122,1,1,0.7777778,0.24242425,0,0,9.454545,2,1.0909091,0
2,1,0,2,5,0,1,0,1,0,37,0,1,0,0.625,0,0,15.5,1,0.5,0
2,2,0,4,7,1,1,0,2,2,39,0,0,0.9166667,0.6666667,0,0,18.5,1,0.5,0
2,2,1,0,4,1,0,0,2,2,10,0,0,0.6666667,0.75,0,0,4,1,0.5,0
4,1,0,0,5,0,0,0,4,0.6666667,28,1,0,0,0.625,0,0,5.25,1,0.75,0
4,3,0,3,8,6,1,0,4,0.33333334,38,1,0,0.9285714,0.5833333,0,0,8.25,2,1,0
11,2,0,1,25,35,0,0,11,0.65,283,1,0,0.4117647,0.3181818,0,0,24.363636,2,1.1818181,0
3,1,0,1,14,3,1,0,3,2,138,0,0,0,0.5,0,0,45,13,5.6666665,1
20,1,1,3,50,134,1,0,12,0.83732057,342,1,1,0,0.28070176,0,0,15.55,4,1.2,0
22,1,15,33,50,189,19,0,21,0.93333334,376,1,3,0,0.17460318,0,0,15.636364,2,1,0
9,1,0,19,46,8,3,0,5,0.4375,350,1,3,0,0.3125,0,0,37.444443,1,0.7777778,0
52,1,0,25,71,0,22,0,50,0.6928105,1338,1,2,0,0.16433567,0,0,24.557692,11,2.0576923,1
10,3,0,6,66,23,0,0,9,0.4722222,745,1,3,0.75,0.5,2,5,73.1,2,0.9,0
11,1,0,1,12,55,0,0,11,2,14,0,0,0,0.45454547,0,0,0.27272728,1,0.90909094,0
2,3,10,12,3,1,10,0,2,2,8,0,0,0.975,0.6666667,0,0,3,1,0.5,0
8,2,0,12,35,20,1,0,3,0.9285714,245,1,2,0.7692308,0.3809524,0,0,29.125,1,0.75,2
25,1,11,19,41,272,17,0,25,0.9869792,206,0.5625,2,0,0.13333334,0,0,6.6,3,1.04,0
28,1,0,2,40,96,2,0,25,0.44444445,1019,0.6666667,0,0,0.31547618,0,0,34.857143,7,1.3571428,0
24,2,0,17,67,98,9,0,22,0.82608694,626,0.7368421,5,0.3125,0.20833333,1,2,24.291666,3,1,1
3,1,0,3,6,1,3,0,2,0.5,23,1,0,0,0.5,0,0,6.3333335,3,1,0
2,1,0,1,4,0,1,0,1,0,14,0,1,0,0.75,0,0,5.5,1,0.5,0
3,3,0,2,7,0,2,0,3,0,24,1,0,0.90909094,0.6666667,2,2,6.6666665,1,0.6666667,0
8,1,0,0,12,22,0,0,8,0.9047619,81,1,2,0,0.34375,0,0,8.75,4,1.25,0
2,2,0,7,22,0,1,0,1,0,137,0,2,0.8,0.625,0,0,66.5,1,0.5,0
2,1,0,15,2,1,15,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
2,1,0,2,11,1,0,0,2,2,39,0,0,0,0.75,0,0,18.5,3,1.5,0
4,1,0,5,15,0,1,0,4,0.5,102,1,2,0,0.4375,0,0,24,6,2,0
4,2,0,3,20,6,3,0,4,1.3333334,146,0,0,0.88235295,0.75,0,0,34.5,3,1.25,0
5,3,0,12,26,10,0,0,5,1.25,142,1,0,0.9230769,0.4,1,3,27.2,1,0.8,1
3,3,3,8,6,3,3,0,0,0.5,30,0,1,0.75,0.6666667,0,0,8.666667,1,0.33333334,0
15,1,0,0,24,61,0,0,15,0.8181818,257,0.90909094,0,0,0.35,0,0,15.4,3,0.93333334,0
2,1,6,0,3,1,0,0,2,2,5,0,0,0,0.75,0,0,1.5,1,0.5,0
10,1,0,26,128,23,1,0,3,0.8888889,1066,0.8333333,2,0,0.2962963,0,0,105,22,4.1,3
2,4,0,5,5,1,1,0,2,2,24,0,0,0.9756098,0.6666667,0,0,11,1,0.5,0
33,1,3,14,77,488,3,0,17,0.9270833,702,1,0,0,0.19602273,0,0,19.90909,25,2.8181818,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,5,0,1,2,0,1,0,0,2,6,0,0,1,1,0,0,5,0,0,0
3,1,0,3,5,1,1,0,1,0,19,0,1,0,0.6666667,0,0,5,1,0.33333334,0
19,1,0,18,33,65,16,0,17,0.8333333,272,1,3,0,0.18421052,0,0,12.789474,6,1.8421053,0
10,1,0,1,11,45,0,0,10,1.1111112,19,0,0,0,0.3,0,0,0.3,1,0.9,0
2,1,0,4,2,1,3,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
12,3,0,19,114,42,0,0,5,0.8484849,811,1,0,0.82758623,0.4090909,1,3,66.333336,5,1.3333334,1
8,1,0,8,26,20,3,0,4,0.42857143,134,1,1,0,0.17142858,0,0,15.5,4,1.375,0
4,1,0,6,4,6,5,0,4,2,4,0,0,0,0.45,0,0,0,1,1,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
2,2,0,2,4,0,1,0,2,0,21,1,0,0.9166667,0.6666667,0,0,9,1,0.5,0
12,1,0,9,18,54,2,0,12,0.72727275,60,1,1,0,0.22619048,0,0,3.9166667,1,0.9166667,0
2,1,0,0,2,1,0,0,2,2,4,0,0,0,0.75,0,0,0,1,1,0
2,1,0,2,4,0,1,0,1,0.5,17,0,1,0,0.6666667,0,0,6.5,1,0.5,0
2,1,0,1,7,1,1,0,2,2,23,1,0,0,0.6,0,0,10,1,0.5,0
7,1,0,1,13,0,1,0,7,0.5,50,1,0,0,0.5,0,0,5.857143,1,0.85714287,0
39,3,0,1,78,0,0,0,35,0.7631579,560,1,1,0.44927537,0.13186814,1,1,13.179487,8,1.8461539,1
2,5,0,2,5,1,0,0,2,2,11,0,0,0.98550725,1,1,1,4.5,1,0.5,0
3,3,0,15,6,3,11,0,3,2,24,0,0,0.98,0.6111111,0,0,7,1,0.33333334,0
3,2,0,2,8,3,2,0,3,1.5,47,0,0,0.9375,0.8333333,0,0,14,3,1,0
3,1,0,3,15,1,1,0,2,0.8333333,64,1,0,0,0.5,0,0,19.333334,1,0.33333334,0
3,1,0,5,6,0,5,0,3,1.1428572,40,0,0,0,0.5833333,1,1,10,3,1.3333334,0
7,1,0,1,13,0,1,0,5,0.5,221,1,2,0,0.42857143,0,0,29.857143,7,3.2857144,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
11,2,0,0,46,39,0,0,8,0.55,401,1,1,0.4375,0.42424244,1,2,35.272728,5,1.7272727,0
17,2,4,0,31,130,0,0,15,0.5625,161,1,0,0.25,0.234375,0,0,8.3529415,1,0.88235295,0
12,2,0,6,78,36,4,0,7,0.36363637,663,1,0,0.7659575,0.35,1,10,54.083332,12,3,2
10,4,0,2,20,0,1,0,9,0.3888889,92,1,1,0.8484849,0.2962963,2,2,8,2,0.8,0
30,5,0,2,46,283,0,0,28,0.85714287,490,1,0,0.7010309,0.28666666,1,1,14.866667,20,1.9,0
32,3,0,2,45,426,1,0,28,0.29032257,265,1,1,0.6551724,0.16715543,2,12,7.1875,2,1.125,0
2,1,0,5,7,1,4,0,1,1.4166666,62,0.25,1,0,1,0,0,24,0,0,0
26,1,0,16,89,91,7,0,24,0.772,918,1,1,0,0.24666667,0,0,33.923077,5,1.1538461,0
11,1,0,9,20,29,8,0,10,0.72,166,1,1,0,0.4,0,0,13.636364,4,1.1818181,0
9,1,1,1,20,12,1,0,6,0.59375,214,0.5,1,0,0.27083334,0,0,22.333334,5,1.7777778,0
8,1,0,2,18,2,2,0,7,0.5714286,63,1,1,0,0.40625,0,0,6.625,1,0.875,0
13,1,28,40,14,56,40,0,13,0.75,65,1,1,0,0.42307693,0,0,3.8461537,1,0.84615386,0
8,1,0,1,13,4,1,0,7,0.5714286,2144,1,0,0,0.5,0,0,266.75,1,0.75,0
2,1,0,4,4,0,1,0,2,0.5,21,0.5,2,0,0.75,0,0,8.5,1,0.5,0
3,2,0,3,6,0,1,0,2,0.5,25,0,1,0.9459459,0.5555556,0,0,6.6666665,1,0.6666667,0
14,2,6,0,51,61,0,0,2,1.020979,574,1,0,0.5,0.37362638,1,1,39.214287,4,1.2142857,1
3,3,0,4,24,3,1,0,3,2,161,0,0,0.9512195,0.6666667,1,2,52.666668,1,0.6666667,0
10,3,0,3,24,3,1,0,10,0.4814815,114,1,0,0.42857143,0.21111111,1,1,10.1,3,1,0
6,1,1,16,51,9,3,0,4,0.8666667,273,0,2,0,0.36666667,0,0,44,10,2.1666667,0
2,1,0,1,10,1,0,0,2,2,54,1,0,0,0.6,0,0,25.5,1,0.5,0
4,2,0,7,6,4,1,0,2,0.6666667,27,1,0,0.9459459,0.5,1,1,5.5,1,0.5,0
2,1,0,2,4,0,1,0,2,0,20,0.5,1,0,0.6666667,0,0,8,1,0.5,0
1,1,0,12,1,0,10,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,1,0,2,5,1,1,0,2,0.5,16,0,1,0,0.5555556,0,0,4,1,0.6666667,0
1,6,0,2,7,0,2,0,1,2,17,0,0,1,1,0,0,16,0,0,0
9,1,0,9,13,30,9,0,8,0.125,112,1,0,0,0.4375,0,0,11.333333,1,0.7777778,0
11,3,0,4,27,11,1,0,10,0.5833333,169,1,3,0.4,0.17424242,1,1,13.818182,3,1,0
4,1,0,2,10,0,1,0,3,0.33333334,50,1,0,0,0.46666667,0,0,11.25,2,0.75,0
4,1,0,2,7,0,2,0,4,0.6666667,38,0,0,0,0.625,1,1,7.75,2,1,0
118,1,0,10,210,3267,1,0,104,0.928547,1160,0.92,4,0,0.13053612,0,0,8.618644,3,1.0423728,1
5,2,0,2,33,0,1,0,5,0.5,237,0.8333333,1,0.8095238,0.35,0,0,45.2,1,0.8,0
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.4,0,0,0,1,1,0
2,1,0,1,4,0,1,0,1,0,22,0,1,0,0.6666667,0,0,9,1,0.5,0
36,2,0,12,81,142,4,0,31,0.8120301,675,0.7368421,5,0.27659574,0.18209876,1,2,17.222221,3,1.0833334,0
5,2,0,4,10,4,3,0,5,0.5833333,56,1,1,0.33333334,0.4,0,0,9.6,1,0.8,0
1,3,0,4,2,0,4,0,1,2,4,0,0,1,1,0,0,3,0,0,0
12,2,0,3,39,0,2,0,7,0.6103896,342,0.71428573,1,0.45,0.35,1,2,26.916666,7,1.4166666,0
4,5,0,2,11,0,0,0,4,0,40,1,0,0.9577465,0.625,1,1,8.75,1,0.75,0
5,3,0,3,21,0,2,0,4,0.55,387,0.4,1,0.8947368,0.4,1,1,75.4,14,4.8,0
14,1,0,3,15,91,3,0,14,2,17,0,0,0,0.2857143,0,0,0.21428572,1,0.9285714,0
26,2,0,14,51,325,8,0,26,2,126,0,0,0.52,0.20192307,1,6,3.8461537,1,0.9230769,0
15,1,0,51,29,0,50,0,12,0.6298701,401,0.54545456,2,0,0.23333333,0,0,25,7,1.4666667,0
22,1,0,25,158,65,3,0,12,0.8062397,1864,1,11,0,0.13492064,0,0,82.40909,20,3,0
32,2,0,11,85,296,3,0,28,0.6666667,865,1,0,0.69148934,0.19354838,1,15,25.84375,12,1.75,0
12,1,0,1,20,62,1,0,5,0.923445,357,0.05263158,1,0,0.21212122,0,0,25.583334,1,0.75,0
3,2,0,6,17,1,1,0,3,2,68,0,0,0.84615386,0.6666667,0,0,21.666666,1,0.6666667,0
11,1,0,16,11,55,15,0,11,2,11,0,0,0,0.4848485,0,0,0,1,1,0
5,2,0,14,45,8,0,0,3,1,263,1,1,0.8695652,0.4,0,0,51.2,3,1,1
34,2,0,11,94,439,3,0,28,0.7373737,696,1,1,0.68421054,0.17099567,1,15,19.382353,6,1.3529412,0
6,1,0,10,29,0,3,0,4,0.4,467,0.85714287,1,0,0.44444445,0,0,75.666664,15,4.3333335,0
11,1,0,2,23,15,1,0,11,0.7,167,0,1,0,0.3181818,0,0,13.727273,2,1,0
25,2,3,9,55,298,4,0,25,2,167,0,0,0.53061223,0.22857143,1,6,5.68,4,1.16,0
7,1,0,1,10,0,1,0,7,0.7083333,111,0.75,2,0,0.30952382,0,0,14.285714,3,1.4285715,0
26,1,0,14,76,139,2,0,12,0.76592594,2884,0.9259259,6,0,0.1456044,0,0,108.88461,39,2.4230769,0
9,1,3,12,16,34,12,0,8,0.9375,48,1,1,0,0.26984128,0,0,4.111111,3,1.2222222,0
14,1,0,19,14,91,19,0,14,2,14,0,0,0,0.2857143,0,0,0,1,1,0
4,1,0,3,8,4,1,0,3,0.6666667,26,1,0,0,0.875,0,0,5.25,1,0.75,0
4,1,0,6,18,0,1,0,4,0.5,168,1,2,0,0.4375,0,0,40.5,11,3.25,0
23,1,0,3,51,193,1,0,1,0.64772725,871,0.125,0,0,0.32173914,0,0,36.52174,5,1.4347826,0
16,1,0,13,42,38,1,0,14,0.68333334,203,1,3,0,0.3625,0,0,11.4375,4,1.4375,0
5,1,0,1,6,10,0,0,5,1.25,10,0,0,0,0.4,0,0,0.6,1,0.8,0
9,1,0,2,10,36,0,0,9,2,12,0,0,0,0.37777779,0,0,0.33333334,1,0.8888889,0
18,2,0,9,34,77,0,0,18,0.8496732,233,1,2,0.5405405,0.2777778,0,0,11.444445,1,0.9444444,0
4,2,0,2,10,2,1,0,4,0.6666667,50,1,2,0.4,0.5,0,0,11,3,1.25,0
2,1,0,3,6,0,1,0,1,0,19,0,1,0,0.75,0,0,8,1,0.5,0
8,1,0,8,16,16,8,0,8,0,79,1,0,0,0.425,0,0,8.75,1,0.25,0
6,1,0,4,12,3,3,0,6,0.2,40,1,0,0,0.5833333,0,0,5.5,1,0.8333333,0
12,1,0,16,73,0,2,0,10,0.60330576,616,1,5,0,0.28787878,0,0,49.416668,3,1,0
4,3,0,2,5,4,1,0,3,1,16,1,0,0.9818182,1,2,2,2.5,1,0.5,0
2,1,0,1,7,1,1,0,2,1,26,1,0,0,0.6,0,0,11.5,1,0.5,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,1,0,2,10,0,1,0,2,0.26666668,83,0,2,0,0.5,0,0,18.5,3,1.5,0
8,1,0,0,20,6,0,0,7,0.5,564,0.5,0,0,0.78571427,0,0,69.25,3,1.25,0
9,5,0,3,23,4,0,0,8,0.7083333,158,1,0,0.92523366,0.33333334,1,1,16.222221,1,0.8888889,0
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,0
