wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
12,1,0,4,12,66,4,0,12,2.0,12,0.0,0,0.0,0.5833333,0,0,0.0,1,1.0,0
16,1,0,11,52,112,11,0,12,0.82666665,854,0.53333336,0,0.0,0.22666667,0,0,51.4375,18,4.5625,0
7,1,0,2,14,0,0,2,7,0.41666666,63,1.0,0,0.0,0.85714287,0,0,7.714286,1,0.85714287,0
4,2,0,7,10,6,4,5,4,2.0,28,0.0,0,0.9375,0.39285713,0,0,6.0,1,0.5,1
7,2,1,8,13,0,1,7,7,0.16666667,71,1.0,1,0.5714286,0.47619048,0,0,9.0,1,0.85714287,2
4,2,0,8,12,6,4,6,4,2.0,67,0.0,0,0.9375,0.41666666,1,1,15.75,1,0.5,0
3,2,0,5,6,3,4,3,3,2.0,17,0.0,0,0.9677419,0.53333336,0,0,4.6666665,1,0.33333334,0
5,2,0,27,35,0,13,15,5,0.25,319,1.0,1,0.8181818,0.5,1,1,62.6,1,0.8,5
1,1,0,2,1,0,2,0,0,2.0,211,0.0,0,0.0,0.0,0,0,168.0,0,0.0,6
3,2,0,4,7,3,0,4,3,2.0,18,0.0,0,0.71428573,0.5,0,0,5.0,1,0.6666667,0
4,2,0,9,19,6,4,7,4,2.0,133,0.0,0,0.9375,0.41666666,1,1,32.25,1,0.5,0
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
6,2,0,8,20,15,0,8,5,1.0,88,0.0,0,0.7058824,0.41666666,1,2,13.5,2,1.0,0
18,2,0,4,36,0,1,3,13,0.7914438,375,0.54545456,5,0.375,0.22689076,1,2,19.222221,1,0.8333333,0
6,2,0,11,24,15,4,9,5,2.0,197,0.0,0,0.88235295,0.33333334,2,2,31.833334,2,0.8333333,0
5,2,0,11,18,10,4,9,5,2.0,130,0.0,0,0.90909094,0.4,1,1,25.0,1,0.6,1
6,2,0,18,48,13,0,18,5,0.8,325,1.0,1,0.64285713,0.35714287,0,0,52.0,1,0.8333333,3
5,2,0,10,11,10,4,8,5,2.0,32,0.0,0,0.90909094,0.37142858,1,2,5.4,1,0.6,0
5,1,0,3,19,2,0,3,3,0.6666667,157,1.0,1,0.0,0.33333334,0,0,29.8,3,1.0,0
4,1,0,1,16,0,1,0,4,0.44444445,77,1.0,0,0.0,0.625,0,0,17.5,2,1.25,0
3,2,0,5,15,0,1,4,2,0.25,116,1.0,1,0.6666667,0.6111111,0,0,37.0,2,1.0,0
15,1,0,18,63,9,1,17,8,0.6031746,830,1.0,3,0.0,0.33333334,0,0,53.733334,12,3.6,0
4,2,0,7,24,0,1,6,2,0.33333334,126,1.0,1,0.5714286,0.5416667,0,0,30.25,2,1.0,0
2,2,0,2,4,1,0,2,2,2.0,10,0.0,0,0.8888889,0.6666667,0,0,4.0,1,0.5,0
7,1,0,1,26,1,0,1,6,0.0,149,1.0,0,0.0,0.4642857,0,0,20.142857,4,1.0,0
5,1,0,4,5,10,2,2,5,2.0,5,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
1,4,0,5,2,0,5,0,1,2.0,5,1.0,0,1.0,1.0,0,0,3.0,0,0.0,0
3,1,0,9,3,3,6,3,3,2.0,3,0.0,0,0.0,0.93333334,0,0,0.0,1,1.0,1
24,1,0,11,74,274,11,0,23,0.95652175,731,1.0,0,0.0,0.16847827,0,0,29.416666,8,2.5833333,0
0,1,0,5,0,0,5,0,0,2.0,60,0.0,0,0.0,0.0,0,0,0.0,0,0.0,5
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
5,2,0,5,10,8,0,5,5,0.75,31,0.0,0,0.6923077,0.44,0,0,5.0,1,0.8,2
1,1,0,2,2,0,1,1,0,2.0,8,0.0,2,0.0,1.0,0,0,3.0,0,0.0,0
6,1,0,7,24,0,1,6,6,0.4,91,1.0,1,0.0,0.45833334,0,0,13.833333,2,1.0,0
5,1,0,32,5,10,32,0,5,2.0,5,0.0,0,0.0,0.6666667,0,0,0.0,1,1.0,0
32,1,39,65,56,418,54,14,31,0.9139785,405,0.9166667,7,0.0,0.175,1,1,11.28125,4,1.34375,1
3,3,0,9,14,3,4,6,3,2.0,48,0.0,0,0.9722222,0.53333336,2,2,15.0,3,1.0,0
15,1,0,17,28,29,9,10,15,0.6904762,371,0.8333333,0,0.0,0.17777778,0,0,23.333334,7,1.8666667,0
5,2,0,11,12,10,5,8,5,2.0,62,0.0,0,0.90909094,0.4,1,2,11.4,1,0.6,0
4,2,0,4,18,0,1,3,2,0.5555556,128,0.33333334,0,0.5714286,0.45,0,0,30.25,7,2.25,1
14,2,0,11,52,43,0,11,12,0.9551282,467,0.16666667,1,0.5,0.2769231,2,3,31.5,12,2.2142856,1
6,2,0,6,9,13,4,4,5,0.8,28,1.0,0,0.90909094,0.4,0,0,3.5,1,0.5,0
1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,1,0,5,34,0,1,4,6,0.4,211,1.0,1,0.0,0.5,0,0,33.5,2,1.1666666,0
13,2,1,5,18,58,1,4,13,0.6666667,103,1.0,1,0.6333333,0.46153846,0,0,6.8461537,4,1.4615384,0
4,1,0,6,7,0,1,5,3,0.6111111,60,1.0,1,0.0,0.375,0,0,12.5,1,0.75,0
3,1,1,2,4,0,2,1,3,0.33333334,43,1.0,1,0.0,0.5555556,0,0,12.333333,1,0.6666667,0
2,1,0,5,2,1,5,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
4,1,0,1,7,0,1,0,4,0.33333334,23,1.0,0,0.0,0.625,0,0,4.5,1,0.75,0
19,1,2,25,22,129,22,4,19,0.9166667,130,1.0,2,0.0,0.20300752,0,0,5.3157897,3,1.0526316,1
3,1,0,25,4,3,25,0,3,1.4375,23,0.0,2,0.0,0.5,0,0,4.0,2,1.0,0
6,1,0,8,30,0,0,8,4,0.33333334,163,1.0,1,0.0,0.41666666,0,0,25.666666,2,1.3333334,0
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,8,2,1,7,1,2,2.0,7,0.0,0,0.0,0.625,0,0,0.0,1,1.0,2
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
3,2,0,5,6,3,4,3,3,2.0,17,0.0,0,0.9677419,0.53333336,0,0,4.6666665,1,0.33333334,0
3,1,0,3,11,3,1,2,2,2.0,41,0.0,0,0.0,0.6666667,0,0,12.666667,2,1.0,0
5,2,0,8,12,0,4,6,5,0.25,54,1.0,0,0.90909094,0.43333334,0,0,9.6,1,0.6,0
4,1,0,4,17,0,1,3,4,0.33333334,120,0.75,1,0.0,0.5833333,0,0,28.0,4,1.5,0
5,2,0,5,10,10,1,4,5,2.0,32,0.0,0,0.86206895,0.6666667,0,0,5.4,1,0.8,0
19,2,0,1,29,61,1,0,14,0.70987654,342,0.6666667,0,0.4642857,0.30555555,1,2,16.526316,2,0.84210527,0
11,2,0,7,39,7,1,6,9,0.6666667,245,0.0,1,0.7297297,0.33333334,0,0,21.0,5,1.9090909,2
6,2,0,9,15,11,3,8,5,0.8,73,1.0,0,0.90909094,0.4,0,0,10.833333,4,1.0,1
25,1,2,80,46,298,76,5,21,0.16666667,198,1.0,1,0.0,0.21333334,0,0,6.88,3,1.04,0
5,2,0,9,10,10,5,6,5,2.0,53,0.0,0,0.90909094,0.4,1,1,9.6,1,0.6,0
10,1,9,26,11,31,19,8,10,0.7777778,54,1.0,1,0.0,0.27142859,0,0,4.0,1,0.9,3
1,1,0,7,1,0,7,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,2,0,9,10,10,5,6,5,2.0,53,0.0,0,0.90909094,0.4,1,1,9.6,1,0.6,0
4,1,0,6,7,0,1,5,3,0.46666667,66,1.0,1,0.0,0.4375,0,0,14.25,3,1.5,0
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
3,3,0,7,6,3,4,4,3,2.0,16,0.0,0,0.9722222,0.53333336,1,1,4.3333335,1,0.33333334,0
5,2,0,11,18,10,4,9,5,2.0,129,0.0,0,0.90909094,0.4,1,1,24.8,1,0.6,1
3,1,0,5,12,0,0,5,3,0.875,61,0.75,1,0.0,0.5555556,0,0,18.0,4,1.6666666,1
10,1,1,12,46,0,1,11,7,0.8148148,357,0.5,1,0.0,0.42222223,0,0,34.1,2,1.1,2
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
28,1,0,11,54,24,3,8,28,0.67901236,198,0.0,3,0.0,0.17857143,0,0,5.964286,2,1.0357143,1
5,1,1,3,6,10,1,2,5,2.0,13,0.0,0,0.0,0.48,0,0,1.6,1,0.8,2
3,2,0,2,6,3,0,2,1,2.0,12,0.0,0,0.71428573,0.6666667,1,2,3.0,1,0.6666667,0
4,1,0,2,5,2,1,1,0,0.33333334,26,1.0,0,0.0,0.5625,0,0,5.0,1,0.5,0
1,1,0,8,1,0,7,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,1,3,6,6,0,5,1,4,0.625,30,1.0,1,0.0,0.46666667,0,0,4.6,2,1.0,0
4,3,0,7,26,6,1,6,2,1.0,132,0.0,0,0.7777778,0.5833333,2,2,31.75,4,1.25,0
13,1,6,17,33,48,12,6,12,0.8472222,255,0.8333333,2,0.0,0.24175824,0,0,18.153847,7,1.4615384,1
15,2,0,28,83,25,7,23,13,0.7352941,1221,0.9411765,1,0.6976744,0.25185186,1,2,79.26667,18,2.2,12
8,2,0,7,41,2,0,7,6,0.6,425,0.8,0,0.6315789,0.325,1,2,51.5,6,1.875,0
2,2,0,2,5,1,1,1,1,2.0,11,0.0,0,0.9411765,0.8333333,1,2,4.5,1,0.5,0
15,4,0,22,89,51,1,22,11,0.82653064,776,0.85714287,1,0.84782606,0.37333333,2,2,49.8,5,1.4666667,0
6,1,0,2,20,3,0,2,5,0.95,110,0.25,0,0.0,0.46666667,0,0,16.666666,3,1.5,0
4,3,0,1,8,0,1,0,4,0.0,31,1.0,0,0.9189189,0.6666667,2,9,6.5,1,0.75,0
2,1,0,4,2,1,2,2,2,2.0,2,0.0,0,0.0,0.6666667,0,0,0.0,1,1.0,0
1,1,0,6,2,0,6,0,1,2.0,6,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
5,3,0,14,36,8,0,14,5,0.75,322,1.0,0,0.71428573,0.44,1,1,63.2,1,0.8,2
2,2,0,2,4,1,0,2,2,2.0,10,0.0,0,0.8888889,0.6666667,0,0,4.0,1,0.5,0
14,1,0,7,33,47,1,6,9,0.72115386,344,1.0,0,0.0,0.3846154,0,0,23.0,9,2.5714285,1
4,1,0,2,12,6,2,0,3,1.0,437,0.0,0,0.0,0.375,0,0,106.25,63,23.0,0
11,2,0,9,44,27,0,9,6,0.7285714,559,1.0,0,0.54545456,0.2857143,1,1,49.18182,5,1.9090909,0
10,1,0,3,40,39,0,3,4,0.962963,470,1.0,0,0.0,0.3888889,0,0,45.7,8,2.3,0
5,2,0,9,13,8,4,7,5,0.75,41,1.0,0,0.90909094,0.4,0,0,7.0,1,0.6,4
4,1,0,8,4,6,8,0,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,1,3,6,6,0,5,1,4,0.625,30,1.0,1,0.0,0.46666667,0,0,4.6,2,1.0,0
43,2,0,44,52,897,0,44,41,0.011904762,340,1.0,0,0.5058824,0.06760411,0,0,6.860465,4,1.0697675,1
3,2,0,5,6,3,4,3,3,2.0,17,0.0,0,0.9677419,0.53333336,0,0,4.6666665,1,0.33333334,0
3,5,0,38,6,3,37,1,3,1.5,17,1.0,0,1.0,0.7777778,0,0,4.3333335,0,0.0,0
2,1,0,4,5,1,1,3,2,2.0,20,0.0,0,0.0,0.5,0,0,9.0,4,2.0,0
9,1,1,12,51,0,1,11,6,0.71428573,316,0.5714286,1,0.0,0.37777779,0,0,33.333332,3,1.6666666,2
7,2,0,21,44,0,5,18,6,0.5,427,1.0,1,0.85714287,0.3877551,1,2,59.42857,2,0.85714287,3
40,1,0,19,78,0,3,16,39,0.025641026,208,1.0,1,0.0,0.10512821,0,0,4.175,1,0.95,1
18,1,0,3,36,133,2,3,18,0.7647059,298,0.0,1,0.0,0.33333334,0,0,15.5,4,1.3888888,0
9,1,2,26,45,10,2,24,8,0.8,374,0.4,2,0.0,0.36507937,0,0,40.0,1,0.8888889,2
4,1,0,0,12,6,0,0,4,2.0,50,0.0,0,0.0,0.5,0,0,11.5,2,1.0,0
4,3,0,4,21,4,1,3,3,0.5555556,206,0.33333334,0,0.5,0.45833334,1,1,49.0,21,5.75,0
2,2,0,2,4,1,1,2,2,1.0,22,1.0,1,0.6666667,0.6666667,0,0,9.5,1,0.5,0
40,1,0,73,40,780,63,16,40,2.0,40,0.0,0,0.0,0.1875,0,0,0.0,1,1.0,1
3,1,0,1,10,1,1,0,2,0.5,84,0.0,0,0.0,0.5,0,0,26.666666,10,3.3333333,0
0,1,0,16,0,0,16,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
3,1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.8333333,0,0,0.0,1,1.0,0
3,2,0,2,6,3,0,2,1,2.0,12,0.0,0,0.71428573,0.6666667,1,2,3.0,1,0.6666667,0
4,2,0,7,17,0,1,6,3,0.16666667,94,1.0,1,0.6666667,0.5,0,0,22.0,1,0.5,0
4,2,0,9,16,2,0,9,4,0.6666667,67,0.0,1,0.72727275,0.4375,1,1,15.5,1,0.75,2
7,1,0,8,20,11,0,8,6,0.5,91,0.33333334,0,0.0,0.5,0,0,11.571428,2,1.1428572,0
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
5,2,0,14,31,10,0,14,5,2.0,239,0.0,0,0.6923077,0.44,0,0,46.8,1,0.8,4
3,2,0,3,6,3,0,3,3,2.0,17,0.0,0,0.9677419,0.53333336,0,0,4.6666665,1,0.33333334,0
3,1,0,6,3,3,6,0,3,2.0,3,0.0,0,0.0,0.6666667,0,0,0.0,1,1.0,0
6,3,0,7,12,0,1,6,6,0.0,98,1.0,2,0.7368421,0.5277778,0,0,15.0,1,0.8333333,2
20,1,1,7,31,110,2,5,19,0.8815789,160,1.0,2,0.0,0.18125,0,0,6.6,2,1.05,1
9,5,0,33,19,0,28,5,9,0.625,204,1.0,0,0.7777778,0.35555556,0,0,21.11111,1,0.44444445,0
4,1,0,1,25,6,0,1,2,2.0,145,0.0,0,0.0,0.875,0,0,35.25,2,1.0,0
3,1,0,6,3,3,6,0,3,2.0,3,0.0,0,0.0,0.6666667,0,0,0.0,1,1.0,0
16,2,0,3,24,106,1,2,11,0.33333334,151,1.0,1,0.6052632,0.5,1,6,8.25,2,1.0625,0
41,1,0,48,41,820,43,41,41,2.0,41,0.0,0,0.0,0.069767445,0,0,0.0,1,1.0,1
6,1,4,12,18,7,4,8,3,0.6666667,99,1.0,1,0.0,0.41666666,0,0,15.0,4,1.8333334,0
9,2,0,12,29,34,2,10,7,0.75,199,1.0,0,0.5625,0.2638889,0,0,21.0,5,1.4444444,2
9,4,0,5,19,8,1,4,8,0.75,263,1.0,0,0.75,0.33333334,1,2,28.0,10,2.0,0
22,3,0,12,84,177,0,12,20,0.9285714,565,1.0,0,0.63793105,0.3090909,1,1,24.136364,5,1.1363636,0
6,4,0,6,14,0,2,4,5,0.9,239,1.0,0,0.75,0.375,1,3,38.5,10,3.0,1
28,1,3,8,55,0,3,5,28,0.0,162,1.0,1,0.0,0.17857143,0,0,4.75,1,0.96428573,1
37,1,0,16,92,0,3,13,34,0.5,438,1.0,1,0.0,0.17777778,1,1,10.783784,12,1.1351352,0
