wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
5,4,0,14,10,4,4,11,4,0.5,38,1.0,0,0.94736844,0.36,2,8,6.4,1,0.8,1
9,5,0,21,54,30,4,18,5,1.0416666,306,0.0,1,0.9676113,0.33333334,3,7,32.333332,5,1.5555556,1
4,3,0,5,13,0,1,4,4,0.33333334,116,1.0,1,0.8333333,0.5833333,2,4,27.5,6,2.75,0
5,1,0,3,8,10,1,3,4,1.0,31,1.0,1,0.0,0.45,0,0,5.0,1,0.8,0
11,1,0,20,26,19,17,5,1,0.74,134,0.8,3,0.0,0.3409091,0,0,10.727273,2,1.0,0
2,1,0,1,5,0,1,1,1,0.5,20,1.0,1,0.0,0.6666667,0,0,8.0,1,0.5,0
2,5,0,4,5,1,0,4,2,2.0,13,0.0,0,0.98214287,0.75,2,7,5.0,1,0.5,1
3,3,1,4,10,0,2,3,3,0.0,55,1.0,1,0.88235295,0.5555556,2,4,17.0,3,1.6666666,0
49,3,2,42,100,1176,33,12,46,1.0104166,641,0.0,1,0.60683763,0.12222222,3,21,12.040816,16,1.6734694,1
11,1,1,3,20,53,3,1,0,0.9,90,1.0,0,0.0,0.4,0,0,7.090909,2,0.90909094,1
3,1,0,13,17,3,6,7,1,1.0,132,1.0,0,0.0,0.5,0,0,42.666668,6,2.0,1
10,1,0,8,65,0,3,5,7,0.30555555,611,0.75,1,0.0,0.44,0,0,59.7,1,0.7,2
2,1,0,1,4,0,1,1,1,0.5,19,1.0,1,0.0,0.6666667,0,0,7.5,1,0.5,0
5,1,0,6,36,10,2,4,5,2.0,210,0.0,0,0.0,0.3,0,0,41.0,1,0.8,1
3,4,0,14,12,3,1,13,3,2.0,56,0.0,0,0.97959185,0.6,2,6,17.666666,1,0.6666667,1
5,3,0,15,41,4,0,15,4,0.5,230,1.0,1,0.9375,0.36,2,5,44.8,12,3.0,1
7,1,0,20,7,21,18,3,7,2.0,7,0.0,0,0.0,0.47619048,0,0,0.0,1,1.0,1
3,3,0,4,14,1,0,4,2,0.5,37,1.0,1,0.9655172,0.5555556,1,4,11.0,1,0.6666667,1
37,1,0,47,37,666,47,0,37,2.0,37,0.0,0,0.0,0.1918919,1,1,0.0,1,1.0,1
2,1,0,1,4,1,1,1,1,1.0,17,1.0,1,0.0,0.75,0,0,7.0,1,0.5,0
3,3,0,11,12,3,1,10,3,1.5,47,0.0,0,0.95,0.5,1,6,14.333333,1,0.6666667,1
16,4,1,12,41,12,11,1,15,0.7,390,0.0,0,0.60714287,0.30208334,1,2,23.125,10,2.0625,1
31,3,2,23,79,239,12,13,26,0.78333336,1095,0.33333334,2,0.6419753,0.18010753,2,9,34.129032,17,3.064516,1
9,1,0,11,9,36,10,1,9,2.0,9,0.0,0,0.0,0.33333334,0,0,0.0,1,1.0,2
4,3,0,1,15,6,0,1,3,1.3333334,4270,0.0,0,0.9268293,0.33333334,0,0,1005.75,2,1.0,2
5,1,0,4,6,0,4,1,5,0.6875,82,0.0,1,0.0,0.6666667,0,0,13.8,0,0.0,1
2,1,0,3,5,1,1,3,1,1.0,14,1.0,1,0.0,0.75,0,0,5.5,1,0.5,0
2,3,0,4,4,1,1,3,2,2.0,14,0.0,0,0.97619045,0.75,1,1,5.5,1,0.5,1
11,1,1,2,20,53,2,1,0,0.9,90,1.0,0,0.0,0.4,0,0,7.090909,2,0.90909094,1
3,1,0,1,4,3,1,1,2,1.0,14,1.0,1,0.0,0.5555556,0,0,3.3333333,1,0.6666667,0
1,1,0,1,2,0,1,0,0,2.0,12,0.0,0,0.0,1.0,0,0,9.0,0,0.0,0
8,3,0,20,36,0,2,19,6,0.42857143,211,1.0,1,0.8888889,0.25,1,4,25.125,9,2.75,1
2,1,0,1,5,0,1,1,1,0.5,26,1.0,1,0.0,0.75,0,0,11.0,3,1.5,0
13,1,0,2,27,0,1,1,13,0.6944444,168,0.0,1,0.0,0.4,0,0,11.692307,6,1.6923077,1
27,2,3,8,49,209,4,4,22,0.71153843,353,1.0,1,0.7837838,0.17171717,1,7,11.925926,3,1.0,1
9,2,0,13,20,36,1,13,8,2.0,85,0.0,0,0.80487806,0.35185185,2,3,8.444445,2,1.2222222,1
15,1,0,7,25,49,2,5,12,0.86734694,140,0.71428573,3,0.0,0.20833333,0,0,7.866667,6,1.2666667,1
3,4,0,13,12,3,1,12,3,2.0,56,0.0,0,0.97959185,0.5,2,4,17.666666,3,1.3333334,1
12,1,0,15,37,0,15,1,5,0.7090909,344,1.0,0,0.0,0.4375,0,0,27.25,5,2.0833333,4
2,1,0,2,3,0,2,0,2,0.0,29,0.0,0,0.0,0.875,0,0,12.0,0,0.0,1
4,3,0,1,15,6,0,1,3,1.3333334,4270,0.0,0,0.9268293,0.33333334,0,0,1005.75,2,1.0,2
61,1,0,11,77,714,7,4,60,0.62916666,1486,0.875,0,0.0,0.2192623,0,0,23.229507,9,2.2459016,1
4,3,0,19,27,6,1,18,3,2.0,161,0.0,0,0.9491525,0.4,1,4,39.25,5,1.75,1
14,1,0,24,26,15,22,2,11,0.93311036,405,0.39130434,4,0.0,0.46153846,0,0,26.285715,11,2.0714285,1
49,1,0,3,69,1150,2,1,48,0.9375,451,0.0,0,0.0,0.19132653,0,0,8.081633,18,1.755102,1
2,1,0,1,5,0,1,1,1,0.33333334,33,1.0,1,0.0,0.625,0,0,14.0,2,1.0,0
3,1,0,13,19,3,1,13,3,2.0,207,0.0,0,0.0,0.44444445,0,0,68.0,11,5.3333335,1
2,1,0,1,5,0,1,1,1,0.5,20,1.0,1,0.0,0.6666667,0,0,8.0,1,0.5,0
9,2,0,9,23,36,9,9,0,2.0,82,0.0,0,0.5294118,0.44444445,0,0,8.111111,1,0.8888889,1
2,5,0,5,6,1,0,5,2,2.0,15,0.0,0,0.98214287,0.75,2,7,6.0,1,0.5,1
2,1,0,1,4,0,1,1,1,0.5,19,1.0,1,0.0,0.6666667,0,0,7.5,1,0.5,0
12,1,0,83,12,66,83,0,12,1.0909091,13,0.0,0,0.0,0.41666666,0,0,0.0,1,1.0,1
2,4,0,3,9,0,1,2,2,0.0,66,0.5,1,0.95,0.6666667,1,1,31.0,5,2.5,0
1,5,3,7,2,0,6,1,0,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,1
4,5,0,5,10,6,1,4,3,1.3333334,68,0.0,0,0.9765625,0.4375,1,6,15.75,4,1.5,1
1,1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
38,5,1,34,112,277,20,14,26,0.7960688,2407,1.0,2,0.8267327,0.20495495,2,33,61.763157,20,3.5263157,1
2,4,0,10,10,1,0,10,2,2.0,31,0.0,0,0.9896907,0.6,2,5,14.5,1,0.5,1
54,1,0,16,115,277,4,14,52,0.870283,803,1.0,4,0.0,0.1712963,0,0,13.722222,11,1.6111112,1
2,4,0,3,8,0,1,3,2,0.0,89,1.0,1,0.9444444,0.6666667,3,4,42.5,10,5.0,0
3,3,0,7,7,3,2,5,3,1.5,26,0.0,0,0.95348835,0.5555556,1,1,7.3333335,1,0.6666667,1
4,3,0,1,15,6,0,1,3,1.3333334,1166,0.0,0,0.9268293,0.33333334,0,0,271.25,2,1.0,2
2,3,1,1,3,1,1,0,2,2.0,465,0.0,0,0.974359,1.0,0,0,231.5,1,0.5,2
10,2,0,3,34,45,0,3,10,2.0,341,0.0,0,0.18181819,0.275,0,0,33.1,5,2.6,1
2,5,0,5,7,1,0,5,2,2.0,36,0.0,0,0.98214287,0.75,2,7,16.5,1,0.5,1
2,1,0,1,5,1,1,1,1,1.0,18,1.0,1,0.0,0.75,0,0,7.5,1,0.5,0
3,1,0,0,9,1,0,0,2,0.5,44,1.0,0,0.0,0.5,0,0,12.666667,2,0.6666667,1
6,3,0,10,12,0,1,9,5,0.2,49,1.0,0,0.91803277,0.33333334,1,3,7.0,2,1.1666666,1
8,3,1,6,20,0,2,5,8,0.76785713,243,1.0,1,0.6818182,0.41666666,2,7,28.375,7,2.125,0
2,1,0,1,4,0,1,1,1,0.5,29,1.0,1,0.0,0.6666667,0,0,12.5,2,1.0,0
8,3,0,14,38,0,0,14,7,0.8095238,255,0.44444445,2,0.9220779,0.26530612,2,8,29.75,3,1.375,1
4,2,1,6,21,0,1,6,4,0.33333334,196,1.0,1,0.8235294,0.5,1,4,47.75,16,4.5,1
4,4,1,4,5,6,2,3,1,0.6666667,21,1.0,1,0.8888889,0.5625,1,1,4.0,1,0.5,0
3,1,3,3,4,3,3,0,3,2.0,10,0.0,0,0.0,0.6666667,0,0,2.3333333,1,0.6666667,1
3,4,0,36,5,0,36,0,3,0.75,23,0.5,0,0.9444444,0.6666667,0,0,6.0,1,0.33333334,1
8,3,0,12,34,8,1,11,8,0.78571427,166,0.5,1,0.9655172,0.3,2,5,19.5,16,2.75,1
3,3,0,7,7,3,2,5,3,1.5,26,0.0,0,0.95348835,0.5555556,1,1,7.3333335,1,0.6666667,1
6,5,0,2,11,15,1,1,6,1.2,35,0.0,0,1.0,0.625,0,0,4.6666665,0,0.0,1
10,2,0,3,20,0,1,2,8,0.31111112,532,1.0,1,0.59090906,0.28333333,1,2,51.7,2,1.0,1
7,1,0,2,10,13,0,2,2,0.8611111,99,0.75,2,0.0,0.5714286,0,0,11.428572,1,0.85714287,1
2,1,0,1,4,1,1,1,1,1.0,17,1.0,1,0.0,0.75,0,0,7.0,1,0.5,0
14,1,0,13,33,43,4,9,14,0.83431953,300,0.7692308,0,0.0,0.20535715,0,0,19.5,2,1.0714285,2
2,3,0,0,3,1,0,0,2,2.0,320,0.0,0,0.974359,1.0,0,0,159.0,1,0.5,1
1,1,0,1,2,0,1,0,1,2.0,17,0.0,1,0.0,1.0,0,0,12.0,0,0.0,1
2,1,0,10,14,0,2,8,2,0.0,104,1.0,0,0.0,0.5833333,0,0,50.5,1,0.5,1
7,1,0,2,14,0,2,1,7,0.45833334,288,0.5,1,0.0,0.37142858,0,0,39.57143,10,3.857143,0
2,1,0,1,4,0,1,1,1,0.5,19,1.0,1,0.0,0.6666667,0,0,7.5,1,0.5,0
2,1,0,1,4,0,1,1,1,0.5,17,1.0,1,0.0,0.6666667,0,0,6.5,1,0.5,0
2,4,0,10,10,1,0,10,2,2.0,30,0.0,0,0.9896907,0.6,2,4,14.0,1,0.5,1
6,1,0,8,18,0,3,7,5,0.4,162,0.5,1,0.0,0.45833334,0,0,25.666666,4,1.6666666,1
2,3,0,1,3,0,1,0,0,1.0,14,0.5,0,0.9444444,0.6666667,0,0,5.0,1,0.5,0
3,2,2,5,4,3,4,1,3,2.0,10,0.0,0,0.94285715,1.0,0,0,2.3333333,1,0.6666667,1
2,1,0,1,4,0,1,1,1,0.5,17,1.0,1,0.0,0.6666667,0,0,6.5,1,0.5,0
12,4,0,4,22,4,1,3,11,0.6363636,149,0.25,0,0.921875,0.25,3,15,11.083333,2,1.0,1
2,4,0,3,7,0,1,3,2,0.0,121,1.0,1,0.95652175,0.6666667,3,4,58.5,13,6.5,0
2,3,0,0,3,1,0,0,2,2.0,229,0.0,0,0.974359,1.0,0,0,113.5,1,0.5,2
9,5,0,10,29,36,2,8,6,1.125,158,0.0,0,0.9638009,0.3148148,4,10,16.444445,16,3.0,1
9,2,7,19,15,36,13,8,8,1.125,52,0.0,0,0.7894737,0.2857143,1,7,4.6666665,2,1.1111112,1
19,2,0,41,47,151,18,27,17,1.0,286,0.0,0,0.64705884,0.24736843,2,4,14.0,4,1.3157895,1
121,1,0,15,173,5684,8,7,118,0.90925926,1428,0.6666667,1,0.0,0.17333333,0,0,10.727273,18,1.7190082,1
3,2,0,3,5,3,1,2,0,2.0,24,0.0,0,0.5,0.5555556,0,0,7.0,2,1.3333334,0
14,4,1,4,31,21,2,2,12,0.8076923,290,0.25,0,0.75,0.25892857,2,4,19.428572,7,1.9285715,1
4,3,0,1,15,6,0,1,3,1.3333334,4270,0.0,0,0.9268293,0.33333334,0,0,1005.75,2,1.0,2
2,1,0,1,5,0,1,1,1,0.5,20,1.0,1,0.0,0.6666667,0,0,8.0,1,0.5,0
2,1,0,1,4,1,1,1,1,1.0,17,1.0,1,0.0,0.75,0,0,7.0,1,0.5,0
2,1,0,1,4,1,1,1,1,1.0,17,1.0,1,0.0,0.75,0,0,7.0,1,0.5,0
2,1,0,1,4,0,1,1,1,0.5,29,1.0,1,0.0,0.6666667,0,0,12.5,2,1.0,0
3,4,0,9,26,3,0,9,3,1.5,188,0.0,0,0.96,0.5,2,8,61.0,1,0.6666667,1
2,1,0,1,4,1,1,1,1,1.0,17,1.0,1,0.0,0.75,0,0,7.0,1,0.5,0
22,1,0,2,56,139,1,1,22,0.6825397,432,1.0,0,0.0,0.26623377,0,0,18.363636,9,1.7727273,1
1,3,0,12,2,0,12,0,1,2.0,6,0.0,0,1.0,1.0,0,0,4.0,0,0.0,1
2,1,0,1,5,0,1,1,1,0.5,20,1.0,1,0.0,0.6666667,0,0,8.0,1,0.5,0
9,2,0,9,23,36,9,9,0,2.0,82,0.0,0,0.5294118,0.44444445,0,0,8.111111,1,0.8888889,1
52,4,8,37,84,1016,20,20,45,0.8642534,666,0.7692308,4,0.616,0.1451049,2,9,11.557693,12,1.4230769,1
1,4,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,1
5,3,0,7,19,10,1,6,5,1.25,75,0.0,0,0.98,0.46666667,2,6,13.8,1,0.8,1
5,5,0,4,18,0,1,3,3,0.6166667,353,1.0,0,0.9895288,0.4857143,1,1,66.6,2,0.6,1
2,1,0,1,5,0,1,1,1,0.5,20,1.0,1,0.0,0.6666667,0,0,8.0,1,0.5,0
1,1,1,8,2,0,4,4,1,2.0,28,0.0,4,0.0,1.0,0,0,21.0,0,0.0,1
4,3,0,1,15,6,0,1,3,1.3333334,1166,0.0,0,0.9268293,0.33333334,0,0,271.25,2,1.0,2
2,4,0,4,6,1,0,4,2,2.0,439,0.0,0,0.97619045,1.0,0,0,218.5,1,0.5,1
9,1,0,21,33,36,19,2,6,2.0,341,0.0,0,0.0,0.5,0,0,36.88889,9,4.111111,1
10,3,0,20,54,11,2,20,8,0.8740741,936,1.0,0,0.8695652,0.24285714,3,9,91.1,32,5.9,1
8,1,0,5,66,0,2,3,5,0.25714287,623,0.8,2,0.0,0.5,0,0,76.25,1,0.75,1
9,1,0,1,18,36,1,0,9,2.0,81,0.0,0,0.0,0.11111111,0,0,8.0,2,1.1111112,1
6,3,0,2,7,3,1,1,6,0.8,34,0.6666667,0,0.97512436,0.6666667,1,2,4.1666665,1,0.8333333,1
2,1,0,1,4,0,1,1,1,0.5,19,1.0,1,0.0,0.6666667,0,0,7.5,1,0.5,0
2,4,0,2,4,1,0,2,2,2.0,315,0.0,0,0.97619045,1.0,0,0,156.5,1,0.5,1
3,1,0,4,5,0,1,4,2,0.0,23,1.0,1,0.0,0.5555556,0,0,6.3333335,1,0.6666667,0
42,1,0,4,68,375,1,3,29,0.7804878,2063,1.0,0,0.0,0.22648084,0,0,47.833332,33,3.142857,2
4,4,1,9,8,4,7,4,4,1.0,31,0.5,0,0.99086756,0.45,0,0,6.25,1,0.5,1
3,1,0,20,4,0,20,0,3,0.0,19,1.0,0,0.0,0.5555556,0,0,5.0,1,0.6666667,1
20,1,0,53,45,188,51,2,19,0.94736844,326,1.0,0,0.0,0.23684211,0,0,15.25,5,1.95,1
18,1,0,61,33,29,61,2,14,1.0241597,489,0.05357143,0,0.0,0.33613446,0,0,19.944445,3,0.7222222,3
8,4,0,40,70,8,11,34,7,0.71428573,435,1.0,0,0.91566265,0.26785713,3,18,53.25,8,2.625,2
3,1,0,6,6,3,0,6,3,2.0,41,0.0,0,0.0,0.44444445,0,0,12.666667,6,2.3333333,1
2,1,0,1,5,0,1,1,1,0.5,20,1.0,1,0.0,0.6666667,0,0,8.0,1,0.5,0
12,2,0,11,20,24,10,1,12,2.0,153,0.0,0,0.64,0.5277778,1,14,11.75,2,1.0,1
2,1,0,1,5,0,1,1,1,0.5,20,1.0,1,0.0,0.6666667,0,0,8.0,1,0.5,0
3,1,0,1,4,1,1,0,2,0.5,19,1.0,0,0.0,0.5555556,0,0,5.0,2,1.0,0
31,4,0,10,59,117,1,10,29,0.6066667,831,0.4,0,0.8027211,0.15053764,4,20,25.64516,14,2.935484,1
2,3,2,11,8,1,8,5,1,2.0,44,0.0,0,0.9861111,0.5,0,0,21.0,3,1.5,1
17,1,0,9,73,0,1,9,16,0.78125,345,1.0,3,0.0,0.22875817,0,0,18.941177,1,0.9411765,2
2,1,0,1,5,0,1,1,1,0.33333334,33,1.0,1,0.0,0.625,0,0,14.0,2,1.0,0
2,3,0,5,4,1,1,4,2,2.0,10,0.0,0,0.9756098,0.75,1,1,3.5,1,0.5,1
3,7,0,4,6,3,1,3,1,1.5,32,0.0,0,0.9851852,0.5555556,3,5,9.333333,2,1.0,1
2,2,0,7,12,0,2,5,2,0.0,59,1.0,0,0.95454544,0.625,0,0,28.0,1,0.5,2
2,1,0,1,4,0,1,1,1,0.5,17,1.0,1,0.0,0.6666667,0,0,6.5,1,0.5,0
1,1,0,0,2,0,0,0,1,2.0,4,0.0,0,0.0,1.0,0,0,3.0,0,0.0,1
7,2,0,16,43,21,1,15,7,1.1666666,682,0.0,0,0.25,0.64285713,0,0,96.28571,1,0.85714287,1
1,4,0,1,2,0,1,1,0,2.0,9,0.5,1,1.0,1.0,0,0,6.0,0,0.0,0
5,1,0,2,9,10,1,1,4,2.0,42,0.0,0,0.0,0.6666667,0,0,7.4,5,1.6,0
10,1,0,1,14,0,0,1,10,0.4722222,180,1.0,1,0.0,0.4,0,0,16.6,3,1.6,1
16,2,1,26,49,50,8,19,16,0.8,320,0.6666667,1,0.6666667,0.1875,2,10,18.625,10,2.3125,1
2,1,0,1,4,1,1,1,1,1.0,17,1.0,1,0.0,0.75,0,0,7.0,1,0.5,0
9,6,1,9,24,6,2,8,8,0.75,219,0.0,1,0.8888889,0.35555556,5,22,23.11111,7,2.3333333,1
45,1,0,4,61,830,2,3,45,0.8181818,284,1.0,2,0.0,0.17037037,0,0,5.2444444,2,1.1111112,0
3,4,0,21,26,0,0,21,3,0.16666667,246,1.0,3,0.97959185,0.44444445,3,14,80.0,4,1.6666666,1
2,4,0,3,6,0,1,3,2,0.0,68,1.0,1,0.9444444,0.6666667,3,4,32.0,7,3.5,0
5,5,0,5,16,8,0,5,3,1.25,86,0.0,0,0.9835391,0.7,2,3,16.0,3,1.2,1
3,7,0,15,26,0,0,15,2,0.3,172,0.6,3,0.9851852,0.44444445,3,4,54.666668,6,3.0,1
10,3,0,24,46,19,1,23,9,0.6666667,250,1.0,2,0.86153847,0.2375,1,7,23.6,4,1.6,1
2,1,0,3,4,0,1,2,1,0.0,14,1.0,1,0.0,0.6666667,0,0,5.5,1,0.5,0
6,4,0,18,22,15,7,11,6,1.1,88,0.0,0,0.98190045,0.375,3,8,13.333333,1,0.6666667,1
8,1,0,7,14,26,5,3,3,0.95238096,150,0.33333334,1,0.0,0.5,0,0,17.375,6,1.875,1
30,1,1,9,33,0,9,0,30,0.5448276,934,0.8,0,0.0,0.4,0,0,29.966667,5,2.1666667,1
10,3,1,26,18,3,24,3,9,0.8611111,99,0.25,2,0.9102564,0.33333334,2,22,8.5,3,1.2,2
28,1,0,54,49,268,50,4,28,0.6419753,742,0.6666667,0,0.0,0.2857143,1,1,25.285715,9,1.4285715,1
7,3,0,89,13,0,88,2,7,0.44444445,99,0.0,2,0.85,0.37142858,1,2,12.714286,3,0.71428573,1
2,4,0,5,7,1,0,5,2,2.0,618,0.0,0,0.97619045,1.0,0,0,308.0,1,0.5,1
4,4,0,5,13,0,1,4,4,0.6666667,234,1.0,1,0.88461536,0.6666667,3,10,57.0,16,5.0,0
6,4,0,3,19,0,1,3,4,0.0,204,1.0,1,0.8,0.5416667,1,1,32.833332,9,3.8333333,0
2,4,0,1,3,1,0,1,2,2.0,3764,0.0,0,0.97619045,1.0,0,0,1875.0,1,0.5,1
3,4,0,3,10,0,1,2,3,0.0,155,1.0,1,0.9,0.5555556,3,7,50.0,10,6.3333335,0
9,1,0,8,12,0,8,0,7,0.40625,117,1.0,0,0.0,0.5,1,2,11.555555,4,1.1111112,1
3,3,0,4,4,3,0,4,3,1.5,10,0.0,0,0.95,0.5,1,6,2.0,1,0.6666667,1
2,3,0,0,3,1,0,0,2,2.0,374,0.0,0,0.974359,1.0,0,0,186.0,1,0.5,3
2,1,0,55,2,1,54,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
7,3,0,13,56,9,0,13,6,1.0,901,0.0,0,0.5714286,0.34920636,2,5,127.42857,7,1.8571428,2
2,1,0,1,5,0,1,1,1,0.33333334,33,1.0,1,0.0,0.625,0,0,14.0,2,1.0,0
8,1,0,1,12,0,1,0,8,0.52380955,217,0.8333333,0,0.0,0.5833333,0,0,25.375,4,1.875,1
6,1,0,12,6,15,12,0,6,1.2,18,0.0,0,0.0,0.53333336,0,0,0.0,1,1.0,1
2,1,0,1,5,0,1,1,1,0.5,20,1.0,1,0.0,0.6666667,0,0,8.0,1,0.5,0
9,2,0,9,23,36,9,9,0,2.0,82,0.0,0,0.5294118,0.44444445,0,0,8.111111,1,0.8888889,1
