wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
1,3,0,4,2,0,4,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,2
10,1,0,43,19,0,43,1,9,0.9206349,146,0.71428573,0,0.0,0.33333334,0,0,12.9,4,1.9,2
9,2,0,3,36,8,0,3,7,0.8229167,311,0.0,1,0.89705884,0.21875,0,0,32.22222,7,2.0,0
2,1,0,2,5,0,1,2,1,0.5,22,1.0,2,0.0,0.6666667,0,0,9.0,1,0.5,0
5,1,0,0,15,8,0,0,1,0.8333333,479,0.0,0,0.0,0.3125,0,0,94.2,7,2.0,0
10,2,0,2,37,23,0,2,7,0.8333333,301,0.0,1,0.884058,0.2,0,0,28.1,4,1.7,1
8,1,0,16,42,8,4,15,2,0.95604396,708,0.46153846,3,0.0,0.375,0,0,84.25,21,4.75,3
20,2,0,8,43,82,3,6,16,0.83732057,334,0.18181819,1,0.51428574,0.2,1,2,15.15,6,1.35,7
4,1,0,2,17,6,1,1,4,2.0,53,0.0,0,0.0,0.875,0,0,12.25,1,0.75,3
3,2,0,3,5,0,1,2,2,0.0,19,1.0,0,0.6,0.5833333,1,1,5.0,1,0.6666667,0
2,1,0,4,6,0,1,4,1,0.0,16,1.0,1,0.0,0.6666667,0,0,6.5,1,0.5,0
2,1,0,7,13,0,1,7,1,0.0,55,1.0,1,0.0,0.6666667,0,0,26.0,6,3.0,0
2,1,0,3,4,0,1,3,1,0.0,21,1.0,2,0.0,0.625,0,0,8.5,1,0.5,0
3,1,0,2,23,0,1,2,3,0.5,162,1.0,1,0.0,0.5,0,0,51.333332,2,1.3333334,0
7,1,0,5,7,21,4,1,7,2.0,7,0.0,0,0.0,0.5714286,0,0,0.0,1,1.0,2
2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,1,0.5,0
1,1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,2
29,1,0,24,115,356,6,19,11,0.992278,1589,0.0,1,0.0,0.1632653,0,0,52.517242,18,3.2068965,8
18,1,0,62,55,99,52,11,12,0.88515407,395,0.47619048,4,0.0,0.20915033,0,0,19.777779,5,1.5555556,5
4,1,0,5,14,0,0,5,3,0.0,45,1.0,1,0.0,0.5,0,0,10.0,2,1.0,2
16,2,0,17,49,106,13,5,14,0.8,426,1.0,0,0.67391306,0.2857143,0,0,25.4375,6,2.375,3
2,2,0,2,4,1,1,2,1,1.0,13,1.0,1,0.90909094,0.6666667,0,0,5.0,1,0.5,0
17,2,0,11,74,34,1,10,12,0.8181818,592,0.72727275,2,0.42307693,0.16666667,2,4,33.17647,2,0.9411765,5
1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,2,7,0,1,2,1,0.0,34,1.0,1,0.0,0.6666667,0,0,15.5,1,0.5,0
2,1,0,3,4,1,2,1,1,2.0,35,0.0,0,0.0,0.75,0,0,16.5,6,3.0,0
3,1,3,8,4,3,6,2,3,1.5,11,0.0,1,0.0,0.6666667,0,0,1.3333334,1,0.6666667,4
12,3,1,12,36,0,2,10,10,0.45454547,291,1.0,0,0.78571427,0.26041666,1,6,23.083334,5,1.25,4
4,1,0,0,10,4,0,0,3,0.33333334,114,0.0,0,0.0,0.33333334,0,0,27.25,4,1.5,1
2,1,0,4,6,0,1,4,1,0.0,25,1.0,1,0.0,0.6666667,0,0,11.0,1,0.5,0
17,2,0,8,30,114,1,7,13,0.828125,200,1.0,0,0.64285713,0.3625,1,1,10.294118,4,0.8235294,4
5,2,0,2,18,8,1,1,5,0.75,88,0.5,0,0.7647059,0.45,1,2,15.8,1,0.8,7
5,1,0,1,14,10,1,0,5,1.25,57,0.0,0,0.0,0.45,0,0,10.2,1,0.8,2
2,2,0,2,4,0,1,2,1,0.0,13,1.0,1,0.8,0.6666667,0,0,5.0,1,0.5,0
2,1,0,5,2,1,3,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,2
4,4,0,3,15,4,2,1,4,0.33333334,80,0.0,0,0.95348835,0.35714287,1,3,18.75,2,0.75,4
4,1,0,2,12,4,0,2,2,0.8333333,38,0.0,1,0.0,0.33333334,0,0,8.0,1,0.5,1
2,1,0,3,20,1,0,3,2,2.0,85,0.0,0,0.0,0.5,0,0,41.5,6,3.0,1
9,1,0,5,20,16,4,1,8,0.9166667,207,0.25,10,0.0,0.33333334,1,1,20.666666,3,1.0,3
2,1,0,1,4,0,1,1,1,0.0,14,1.0,1,0.0,0.6666667,0,0,5.5,1,0.5,0
2,2,0,5,9,0,1,4,1,0.0,34,0.0,0,0.75,0.625,1,1,15.5,2,1.0,0
2,1,0,1,4,0,1,1,1,0.0,15,1.0,1,0.0,0.6666667,0,0,6.0,2,1.0,0
8,2,0,0,10,28,0,0,8,2.0,21,0.0,0,0.65,0.46875,1,2,1.625,1,0.875,2
28,1,0,10,105,268,1,10,4,1.0021787,962,1.0,2,0.0,0.17307693,0,0,32.75,5,1.7857143,3
2,2,0,1,5,0,1,1,1,0.0,17,1.0,1,0.75,0.6666667,0,0,7.0,2,1.0,0
8,1,0,6,22,22,0,6,8,0.71428573,157,0.0,2,0.0,0.3392857,0,0,18.25,2,1.125,3
2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,1,0.5,0
1,4,0,2,3,0,1,1,0,2.0,7,0.0,0,1.0,1.0,0,0,6.0,0,0.0,3
3,1,0,2,11,3,2,1,3,2.0,46,0.0,0,0.0,0.5555556,0,0,14.333333,2,1.3333334,2
1,1,0,2,2,0,2,0,0,2.0,12,0.0,0,0.0,1.0,0,0,9.0,0,0.0,2
23,1,0,2,32,9,2,0,22,0.42045453,325,1.0,0,0.0,0.32608697,0,0,12.956522,2,0.82608694,3
17,1,0,1,51,84,1,0,11,0.8645833,344,0.6666667,0,0.0,0.30588236,0,0,18.882353,4,1.5294118,2
2,1,0,3,6,0,1,3,1,0.0,18,1.0,1,0.0,0.6666667,0,0,7.5,1,0.5,0
2,1,0,4,15,0,1,3,2,0.25,77,0.0,1,0.0,0.6666667,0,0,35.5,2,1.0,0
105,1,0,55,321,4900,40,51,22,0.95988065,2443,0.9655172,5,0.0,0.07238095,0,0,21.990477,6,1.5238096,2
5,1,0,1,13,8,0,1,2,0.875,44,0.0,1,0.0,0.33333334,0,0,7.4,1,0.6,1
2,1,0,7,2,1,6,2,2,2.0,2,0.0,0,0.0,0.6666667,0,0,0.0,1,1.0,3
2,2,0,3,8,0,1,3,1,0.0,29,1.0,1,0.8888889,0.6666667,0,0,13.0,2,1.0,0
2,1,0,2,4,1,1,1,1,2.0,8,0.0,0,0.0,0.75,0,0,3.0,1,0.5,2
2,1,0,2,5,0,1,2,1,0.0,19,1.0,1,0.0,0.6666667,0,0,8.0,1,0.5,0
11,1,0,9,32,29,5,5,8,0.6666667,197,0.0,1,0.0,0.28333333,0,0,16.636364,4,1.7272727,2
2,1,0,2,6,0,1,2,1,0.0,22,1.0,1,0.0,0.6666667,0,0,9.5,1,0.5,0
6,2,0,3,8,15,0,3,6,1.0,34,0.0,0,0.8181818,0.5,1,1,4.3333335,2,0.8333333,2
5,1,0,1,17,10,0,1,4,2.0,58,0.0,0,0.0,0.6666667,0,0,10.6,1,0.8,2
5,2,0,4,32,4,1,3,1,0.7083333,200,0.8333333,2,0.85,0.4,0,0,37.8,2,0.8,2
2,3,0,5,5,1,1,5,0,1.0,15,1.0,1,0.8333333,0.6,1,1,6.0,1,0.5,0
7,1,0,4,32,17,0,4,2,0.6666667,155,0.0,1,0.0,0.2777778,0,0,20.857143,2,1.0,2
7,1,0,2,26,17,0,2,2,0.6666667,131,0.0,1,0.0,0.2777778,0,0,17.428572,2,1.0,4
8,2,0,3,13,0,0,3,8,0.8214286,87,0.0,0,0.36363637,0.375,0,0,9.375,5,1.625,3
2,1,0,2,4,0,1,2,1,0.0,25,1.0,2,0.0,0.6,0,0,10.0,1,0.5,0
2,1,0,1,11,1,0,1,2,2.0,58,0.0,0,0.0,0.75,0,0,28.0,4,2.0,2
4,1,0,1,11,2,1,0,2,0.7777778,61,0.0,0,0.0,0.5,1,1,13.5,6,2.0,3
4,7,0,5,25,0,4,4,3,0.6666667,125,0.5,0,0.9968652,0.45,0,0,29.75,3,1.0,2
15,2,0,9,43,19,1,9,15,0.8214286,279,0.0,3,0.5625,0.25555557,1,2,17.2,5,1.2666667,5
6,1,0,3,25,13,0,3,2,0.7,202,0.0,0,0.0,0.2777778,0,0,32.333332,2,1.3333334,0
2,1,0,6,14,0,1,6,1,0.0,67,1.0,1,0.0,0.6666667,0,0,31.5,1,0.5,0
4,4,0,3,10,0,1,2,4,0.5,41,0.0,0,0.875,0.5,2,2,8.75,1,0.75,2
7,1,0,6,30,17,0,6,2,0.75,144,0.0,1,0.0,0.2777778,0,0,19.285715,2,0.85714287,1
5,1,0,1,17,0,0,1,2,0.5,163,0.0,1,0.0,0.25,0,0,30.8,3,1.4,2
8,1,0,6,11,22,1,5,8,0.85714287,53,0.0,0,0.0,0.3392857,0,0,5.25,2,1.125,2
2,1,0,2,6,0,1,2,1,0.0,23,1.0,1,0.0,0.6666667,0,0,10.0,1,0.5,0
4,4,0,4,10,0,2,3,4,0.9166667,48,0.0,1,0.9318182,0.625,0,0,10.0,3,1.25,3
7,1,0,2,32,15,0,2,1,0.625,168,0.0,1,0.0,0.2777778,0,0,22.428572,2,1.1428572,2
2,1,0,1,6,0,1,1,1,0.0,18,1.0,1,0.0,0.6666667,0,0,7.5,1,0.5,0
2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.75,0,0,5.0,1,0.5,0
12,1,0,21,36,0,11,11,11,0.8939394,159,0.33333334,1,0.0,0.121212125,0,0,11.75,1,0.8333333,2
4,2,0,5,11,4,2,3,4,0.6666667,48,0.0,0,0.72727275,0.625,0,0,10.75,1,0.75,2
20,1,12,27,31,140,18,9,19,0.87969923,175,1.0,5,0.0,0.2,0,0,7.4,4,1.35,4
2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,1,0.5,0
7,1,0,2,13,0,1,1,7,0.33333334,246,0.0,1,0.0,0.52380955,0,0,33.42857,7,2.7142856,2
14,2,0,9,63,27,1,8,7,0.75213677,530,0.7777778,2,0.47826087,0.18461539,2,4,36.214287,2,1.0,4
25,1,0,17,69,200,2,15,22,0.8564815,586,0.22222222,4,0.0,0.16,0,0,22.08,6,1.92,2
8,1,0,6,31,22,0,6,2,0.94285715,325,0.0,7,0.0,0.2857143,0,0,38.375,5,2.0,0
13,1,0,12,42,0,10,2,10,0.6666667,295,0.0,0,0.0,0.083333336,0,0,21.461538,6,2.3076923,3
2,1,0,2,4,0,1,2,1,0.0,19,1.0,2,0.0,0.625,0,0,7.5,1,0.5,0
1,1,0,7,1,0,6,1,1,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,2
8,1,5,36,11,28,34,2,7,1.0,26,0.0,0,0.0,0.5714286,0,0,2.0,1,0.75,2
16,2,0,7,35,58,0,7,15,1.002381,460,0.071428575,1,0.58064514,0.26041666,1,3,26.0,22,4.0625,10
18,2,0,14,64,131,10,12,3,0.89411765,386,1.0,3,0.46875,0.2936508,0,0,20.166666,3,1.2777778,2
17,3,2,9,36,14,3,6,14,0.546875,272,1.0,0,0.7234042,0.33333334,1,11,14.764706,2,0.9411765,4
3,3,0,1,7,1,1,0,3,0.5,20,1.0,0,0.9512195,0.44444445,1,3,5.3333335,1,0.6666667,4
3,1,0,0,14,3,0,0,2,2.0,133,0.0,0,0.0,0.33333334,0,0,43.333332,4,1.6666666,0
2,1,0,1,4,0,1,0,1,0.0,13,1.0,0,0.0,0.75,0,0,5.0,1,0.5,0
10,1,0,9,16,29,6,3,0,0.7777778,94,1.0,1,0.0,0.25,0,0,7.6,1,0.8,2
10,2,0,9,54,1,1,8,5,0.7777778,470,0.6666667,2,0.57894737,0.25396827,2,2,44.8,6,1.3,2
10,1,0,8,49,13,2,6,6,0.6944444,395,0.5,0,0.0,0.35,0,0,38.1,11,2.9,2
2,1,0,3,9,0,1,3,1,0.0,33,1.0,1,0.0,0.6666667,0,0,15.0,1,0.5,0
4,1,0,7,27,4,0,7,2,0.6666667,134,0.0,0,0.0,0.33333334,0,0,32.25,3,1.5,2
2,1,0,7,7,1,0,7,2,2.0,15,0.0,0,0.0,0.6666667,0,0,6.5,1,0.5,1
19,1,0,4,40,159,0,4,14,0.8194444,198,0.5,2,0.0,0.20394737,0,0,9.210526,2,1.1052631,2
5,3,0,1,15,0,1,0,2,0.0,170,0.0,0,0.9752066,0.4,0,0,32.8,3,1.0,0
8,1,0,6,23,0,5,1,8,0.0,154,1.0,0,0.0,0.34375,0,0,18.125,2,1.0,2
5,3,2,4,17,8,4,0,4,1.1,148,0.4,0,0.9512195,0.35714287,1,3,27.6,7,1.6,3
12,2,0,11,66,0,1,10,6,0.75,681,0.6666667,2,0.52380955,0.19090909,1,1,54.75,6,1.3333334,3
9,1,0,3,34,34,0,3,2,0.875,167,0.0,1,0.0,0.175,0,0,17.333334,3,1.4444444,1
4,3,0,6,7,6,2,4,4,2.0,30,0.0,0,0.94545454,0.875,1,1,6.5,2,1.0,2
4,1,0,3,20,6,0,3,2,0.6666667,69,0.0,0,0.0,0.33333334,0,0,16.0,2,1.25,1
8,1,0,3,20,28,1,2,4,2.0,89,0.0,0,0.0,0.203125,0,0,10.125,4,2.125,2
5,2,0,4,20,8,1,3,3,0.75,121,1.0,1,0.87096775,0.33333334,1,3,22.8,2,1.4,2
3,1,0,3,17,1,1,3,1,0.0,96,1.0,1,0.0,0.6666667,0,0,30.666666,8,2.6666667,0
2,1,0,5,9,0,1,5,1,0.0,26,1.0,1,0.0,0.6666667,0,0,11.5,1,0.5,0
4,1,0,9,25,0,3,6,2,0.73333335,126,0.0,2,0.0,0.41666666,0,0,29.25,2,0.75,2
2,1,0,3,4,1,0,3,2,1.0,12,0.0,1,0.0,0.6666667,0,0,4.5,1,0.5,2
2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,1,0.5,0
1,1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,2
7,2,2,25,15,21,25,3,4,1.0,47,0.5,0,0.90384614,0.29166666,1,1,5.428571,1,0.71428573,5
2,1,0,2,6,0,1,2,1,0.33333334,31,1.0,2,0.0,0.6,0,0,13.0,2,1.0,0
1,1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,2
12,1,4,6,31,64,4,2,11,0.95454544,167,0.0,0,0.0,0.2037037,0,0,12.75,4,1.4166666,2
1,7,0,4,14,0,3,2,1,2.0,56,0.0,0,1.0,1.0,0,0,55.0,0,0.0,2
2,1,0,1,4,0,1,1,1,0.0,14,1.0,1,0.0,0.6666667,0,0,5.5,1,0.5,0
2,6,0,4,33,1,2,3,1,2.0,184,0.0,0,0.99841774,0.75,0,0,91.0,1,0.5,0
5,1,0,0,14,4,0,0,2,0.25,80,0.0,0,0.0,0.25,0,0,14.8,2,1.0,3
5,2,2,5,17,0,4,1,2,0.60714287,120,0.2857143,0,0.93846154,0.46666667,1,1,21.6,3,1.4,3
4,1,0,2,7,0,1,2,3,0.33333334,40,1.0,2,0.0,0.5,0,0,8.25,1,0.75,0
5,1,1,1,6,10,1,0,5,2.0,12,0.0,0,0.0,0.9,0,0,1.4,1,0.8,2
25,2,0,10,73,226,0,10,20,0.8875,436,0.9,2,0.4390244,0.24,1,2,16.04,7,1.56,9
2,1,0,3,4,1,1,3,2,2.0,10,0.0,0,0.0,0.75,0,0,4.0,1,0.5,0
2,2,0,5,7,0,1,5,1,0.5,34,0.5,1,0.75,0.6,1,1,15.0,2,1.0,0
28,1,2,17,46,306,16,1,26,0.9124579,236,1.0,1,0.0,0.25925925,0,0,7.035714,4,1.1428572,2
0,1,0,0,0,0,0,0,0,2.0,7,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2
3,3,0,1,6,1,1,0,3,0.5,28,1.0,0,0.9444444,0.5555556,1,1,8.0,3,1.0,3
5,1,0,1,7,8,1,0,3,0.75,22,1.0,1,0.0,0.75,0,0,3.2,1,0.6,2
2,2,0,2,14,0,1,2,1,0.0,107,0.5,1,0.983871,0.75,1,1,51.5,2,1.0,0
2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,1,0.5,0
6,6,0,9,52,9,1,9,1,0.95,279,0.5,1,0.99366087,0.25,0,0,44.833332,2,0.8333333,2
6,1,0,4,25,9,2,2,4,0.93333334,142,0.33333334,0,0.0,0.26666668,0,0,22.166666,6,1.5,3
2,1,0,2,6,0,1,2,1,0.0,23,1.0,1,0.0,0.6666667,0,0,10.0,1,0.5,0
12,2,0,5,30,18,1,5,11,0.6545454,205,0.8,1,0.64285713,0.33333334,1,2,15.666667,6,1.4166666,2
6,1,6,10,10,7,8,2,2,0.72,174,0.0,1,0.0,0.44,0,0,27.166666,6,1.8333334,2
2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,1,0.5,0
2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,1,0.5,0
2,1,0,3,7,0,1,3,1,0.0,22,1.0,1,0.0,0.6666667,0,0,9.5,1,0.5,0
2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,1,0.5,0
2,1,0,3,7,0,1,3,1,0.0,22,1.0,1,0.0,0.6666667,0,0,9.5,1,0.5,0
5,1,0,9,31,10,0,9,2,0.875,151,0.0,0,0.0,0.3,0,0,28.8,4,1.6,3
4,2,0,2,26,0,1,2,4,0.44444445,156,1.0,1,0.953125,0.4375,0,0,36.5,3,1.75,0
55,1,1,65,90,831,58,10,48,0.76666665,733,0.7,4,0.0,0.14387465,0,0,12.145454,5,2.0545454,5
2,1,0,2,9,0,2,0,2,0.0,42,1.0,0,0.0,0.75,0,0,19.5,3,1.5,2
4,2,0,1,5,6,1,0,3,2.0,10,0.0,0,0.8125,0.5,1,1,1.5,1,0.75,1
2,1,0,2,7,0,1,2,1,0.5,24,1.0,2,0.0,0.6666667,0,0,10.0,1,0.5,0
2,3,0,0,3,1,0,0,2,2.0,9,0.0,0,0.98,0.8333333,0,0,3.5,1,0.5,3
10,1,0,8,42,39,1,7,6,0.64444447,328,1.0,0,0.0,0.31428573,0,0,31.3,9,2.8,4
3,1,0,10,10,0,9,1,1,0.0,49,0.0,0,0.0,1.0,0,0,14.333333,1,0.6666667,2
10,3,0,5,23,0,1,4,10,0.6111111,172,1.0,0,0.65217394,0.375,1,1,15.8,5,1.2,2
9,2,0,3,24,22,1,2,5,0.7083333,113,1.0,1,0.7878788,0.34375,2,3,11.222222,2,1.0,2
16,1,1,3,28,78,3,0,13,0.73333335,213,0.8,0,0.0,0.20833333,0,0,12.0,5,1.875,2
2,3,0,4,3,1,1,4,0,1.0,14,1.0,1,0.8333333,0.6,1,1,5.5,1,0.5,0
