wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
5,1,0,1,15,0,0,1,3,0.0,86,0.0,0,0.0,0.6666667,0,0,16.0,3,1.6,0
4,1,0,9,49,0,0,9,4,0.0,463,1.0,1,0.0,0.5625,0,0,114.25,8,2.0,2
9,2,0,5,19,24,1,4,7,0.875,97,0.5,0,0.6111111,0.31111112,1,4,9.555555,2,0.8888889,2
2,3,0,3,4,1,1,2,2,2.0,12,0.0,0,1.0,0.625,0,0,4.5,0,0.0,0
10,2,0,5,14,45,2,3,10,1.1111112,52,0.5,0,0.27272728,0.25,0,0,4.0,1,0.8,0
14,2,0,9,30,55,4,5,12,0.75384617,258,0.8,0,0.47826087,0.21428572,1,4,17.071428,5,1.6428572,2
6,3,0,5,9,15,2,3,5,1.2,31,0.0,0,0.875,0.33333334,1,1,4.0,1,0.6666667,0
8,2,3,13,24,0,9,4,8,0.14285715,121,1.0,0,0.5714286,0.375,1,1,14.0,5,1.25,1
11,2,0,7,21,35,2,5,9,0.8,107,0.5,0,0.55,0.25757575,1,4,8.545455,2,0.90909094,1
11,1,0,5,21,9,2,3,11,0.25,92,1.0,0,0.0,0.45454547,0,0,7.181818,1,0.6363636,0
6,3,0,5,9,15,2,3,5,1.2,31,0.0,0,0.8518519,0.33333334,0,0,4.0,1,0.6666667,0
4,1,0,6,16,4,1,6,4,0.33333334,82,0.0,0,0.0,0.41666666,0,0,19.25,3,1.25,0
10,2,0,5,14,45,2,3,10,1.1111112,63,0.33333334,0,0.27272728,0.25,0,0,5.0,1,0.8,0
17,1,3,18,19,84,15,3,16,0.99404764,152,0.0,2,0.0,0.31764707,0,0,6.7058825,4,1.117647,1
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
20,1,0,2,34,158,1,1,18,0.75,262,0.0,1,0.0,0.175,0,0,11.9,4,1.1,1
17,2,0,11,48,38,4,8,17,0.8229167,421,0.6666667,1,0.54285717,0.27450982,1,5,23.411764,3,1.1764706,2
11,2,0,7,21,25,3,4,9,0.8,121,0.5,0,0.55,0.3090909,1,3,9.818182,2,0.90909094,2
2,1,0,5,10,1,1,4,0,2.0,82,0.0,0,0.0,0.5,0,0,40.0,1,0.5,0
6,1,0,7,12,0,2,5,5,0.0,175,1.0,1,0.0,0.5416667,0,0,28.0,5,2.5,1
7,3,0,5,17,0,2,3,6,0.8888889,116,0.33333334,0,0.77272725,0.35714287,1,5,15.142858,1,0.71428573,0
8,1,0,133,166,24,1,133,5,0.71428573,1000,0.5,0,0.0,0.234375,0,0,123.75,126,17.125,2
11,2,0,7,20,35,3,4,9,0.8,113,0.5,0,0.55,0.25757575,1,4,9.090909,2,1.0909091,1
9,1,0,2,32,20,2,0,8,0.625,291,1.0,0,0.0,0.3015873,0,0,31.0,8,2.4444444,2
10,2,0,4,18,25,1,4,9,0.8888889,83,0.6666667,0,0.46666667,0.3,1,2,7.0,1,0.8,1
12,1,1,17,49,18,10,7,8,0.4848485,595,1.0,0,0.0,0.36666667,1,1,48.333332,12,2.3333333,1
4,1,1,3,16,2,3,0,3,1.2727273,798,0.036363635,0,0.0,0.5,0,0,184.75,2,1.0,0
13,2,0,6,24,64,3,3,10,0.85,172,0.8,0,0.5,0.30769232,1,3,11.846154,2,1.0769231,4
14,1,0,12,42,91,12,0,12,1.0769231,458,1.0,0,0.0,0.25510204,0,0,31.642857,10,2.5714285,1
5,2,0,1,6,8,1,1,4,1.125,34,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
12,2,0,4,22,52,1,3,10,0.8727273,124,0.6,0,0.52380955,0.31666666,1,4,8.916667,1,0.8333333,0
10,2,0,7,16,15,3,4,8,0.7777778,125,0.5,0,0.57894737,0.34,1,3,11.3,3,1.2,2
1,1,0,0,2,0,0,0,0,2.0,4,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
5,3,0,4,17,10,2,2,4,1.25,52,0.0,0,0.93333334,0.4,1,1,9.2,1,0.4,0
9,2,0,5,13,36,2,3,9,1.125,62,0.0,0,0.3,0.25925925,0,0,5.6666665,1,0.7777778,1
13,2,0,18,42,0,12,6,11,0.6666667,235,0.5,0,0.5,0.26923078,1,4,16.923077,3,1.3846154,2
37,2,0,11,53,394,5,6,34,0.8833333,543,0.8666667,5,0.24444444,0.21825397,1,4,13.27027,4,1.1351352,2
10,2,0,5,14,45,2,3,10,1.1111112,67,0.33333334,0,0.27272728,0.25,0,0,5.4,1,0.8,1
27,2,0,8,47,149,3,5,27,0.8609468,538,0.84615386,0,0.42222223,0.2654321,1,5,18.444445,6,1.2592592,1
10,2,0,6,19,39,2,4,8,0.9259259,92,0.33333334,0,0.57894737,0.32,1,4,7.9,2,0.9,1
2,2,0,4,4,1,1,4,0,1.0,17,0.0,1,0.8,0.6666667,1,1,7.0,1,0.5,0
9,2,1,6,32,0,2,4,9,0.125,172,0.0,0,0.53333336,0.35185185,1,1,18.0,4,1.1111112,1
7,2,0,3,8,21,0,3,7,1.0,26,1.0,0,0.5833333,0.31428573,1,2,2.5714285,1,0.71428573,0
1,1,0,6,2,0,6,0,1,2.0,13,0.0,0,0.0,1.0,0,0,9.0,0,0.0,0
2,1,0,5,2,1,5,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
1,1,0,1,2,0,1,0,0,2.0,6,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
8,1,0,7,29,0,4,3,4,0.35714287,242,0.0,1,0.0,0.375,0,0,29.0,6,1.875,0
11,2,0,5,22,35,0,5,9,0.8,122,0.5,0,0.55,0.3090909,1,4,9.909091,2,0.90909094,1
18,1,0,37,19,107,37,0,18,0.38235295,170,1.0,0,0.0,0.43333334,0,0,8.333333,2,1.2222222,0
7,2,0,4,8,21,2,3,7,1.1666666,32,0.5,0,0.5833333,0.31428573,1,2,3.2857144,1,0.71428573,0
11,2,0,6,20,43,2,4,9,0.8,102,0.5,0,0.55,0.3090909,1,4,8.090909,2,0.90909094,1
37,2,0,11,55,474,4,7,34,0.9363426,549,0.625,4,0.24444444,0.19097222,1,4,13.189189,3,1.027027,2
18,2,0,7,33,99,1,6,16,0.81512606,228,0.85714287,1,0.4074074,0.25925925,1,4,11.277778,2,0.9444444,1
55,3,0,7,72,1485,1,6,55,1.0185186,485,0.0,0,0.3164557,0.1922078,0,0,7.8,2,1.0,1
24,2,0,15,86,116,5,11,21,0.5072464,781,1.0,0,0.29032257,0.16025642,1,7,31.416666,7,1.4166666,0
7,1,0,6,16,9,5,1,3,1.1642424,1460,0.0036363637,0,0.0,0.1904762,0,0,168.28572,2,1.2857143,2
7,1,0,4,26,0,1,3,5,0.083333336,118,1.0,2,0.0,0.42857143,0,0,15.571428,4,1.4285715,5
4,2,0,5,11,4,1,4,2,0.8333333,108,1.0,1,0.5,0.4,1,1,25.5,3,1.25,1
12,1,0,8,25,24,6,2,8,0.8636364,319,1.0,0,0.0,0.21428572,0,0,25.25,3,1.25,1
5,2,0,15,41,6,1,15,2,0.75,177,1.0,2,0.5555556,0.55,1,1,34.0,3,1.2,1
5,2,0,1,6,8,1,1,4,1.125,34,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
10,2,0,7,19,39,3,4,8,0.8333333,91,0.5,0,0.57894737,0.32,1,4,7.9,2,0.9,1
12,2,0,6,21,54,2,4,10,0.7878788,122,0.6666667,0,0.52380955,0.31666666,1,4,8.916667,2,0.9166667,1
3,1,0,2,9,3,1,1,3,2.0,78,0.0,0,0.0,0.8333333,0,0,25.0,8,3.3333333,0
3,2,2,12,4,0,10,2,2,1.25,24,0.0,0,0.8888889,0.5,0,0,5.0,1,0.6666667,0
2,2,0,4,3,1,1,4,0,1.0,15,0.0,1,0.8,0.6666667,1,1,6.0,1,0.5,0
5,2,0,1,6,8,1,1,4,1.125,34,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
9,2,0,5,13,36,2,3,9,1.125,59,0.0,0,0.3,0.25925925,0,0,5.3333335,1,0.7777778,0
11,2,0,6,21,43,2,4,9,0.9,102,0.33333334,0,0.55,0.25757575,1,4,8.0,2,0.90909094,1
8,2,0,6,20,4,2,5,7,0.8,143,0.6,0,0.5833333,0.29166666,1,2,16.25,1,0.625,0
81,3,0,3,159,3130,0,3,73,0.83035713,905,1.0,2,0.52662724,0.07956104,2,20,10.08642,5,1.1975309,1
10,2,0,6,19,39,2,4,8,0.8333333,91,0.5,0,0.57894737,0.32,1,4,7.9,2,0.9,1
32,1,0,10,38,406,10,0,5,0.85714287,339,1.0,3,0.0,0.4125,1,1,9.375,5,1.15625,0
16,1,0,71,49,102,71,0,11,0.35555556,794,0.6666667,0,0.0,0.18,0,0,48.4375,10,1.875,2
15,2,0,10,32,53,5,5,12,0.71428573,209,0.75,0,0.45833334,0.20952381,1,4,12.666667,2,1.2666667,3
11,1,0,11,34,0,2,9,10,0.56666666,210,1.0,1,0.0,0.27272728,0,0,17.818182,3,1.0909091,2
5,3,0,4,17,10,2,2,4,1.25,52,0.0,0,0.93333334,0.4,1,1,9.2,1,0.4,0
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
20,2,0,14,65,94,3,14,15,0.64912283,327,1.0,2,0.32142857,0.15454546,1,1,15.2,3,1.15,0
6,1,0,7,16,1,1,6,4,0.8333333,145,0.33333334,2,0.0,0.5,0,0,22.166666,6,1.6666666,0
1,5,2,8,8,0,5,3,1,2.0,32,0.0,0,1.0,1.0,0,0,31.0,0,0.0,0
7,1,0,17,51,3,0,17,6,0.083333336,282,1.0,1,0.0,0.30357143,0,0,39.0,6,1.8571428,1
85,3,0,0,182,0,0,0,85,0.5,2891,0.5,0,0.51445085,0.07545639,2,20,32.988235,1,0.9882353,0
37,2,0,8,60,350,1,7,35,0.86764705,739,0.9411765,4,0.23913044,0.21621622,1,4,18.513514,2,0.972973,1
4,1,0,2,4,6,1,1,4,2.0,4,0.0,0,0.0,0.4,0,0,0.0,1,1.0,1
26,1,3,11,42,325,10,1,22,1.04,693,0.0,0,0.0,0.5448718,0,0,25.461538,10,1.9615384,1
9,2,0,5,13,36,2,3,9,1.125,62,0.0,0,0.3,0.25925925,0,0,5.6666665,1,0.7777778,1
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
24,2,0,10,38,234,5,5,22,0.7478261,366,0.8,0,0.33333334,0.22619048,1,4,14.041667,7,1.8333334,1
10,2,0,6,19,33,2,4,8,0.8333333,102,0.0,0,0.57894737,0.26666668,1,4,9.0,2,1.1,1
9,2,0,9,17,30,3,7,6,0.75,55,1.0,1,0.5294118,0.4074074,1,1,5.0,1,0.8888889,0
11,3,0,11,25,55,4,7,6,1.1,207,0.33333334,0,0.72727275,0.45454547,2,5,17.545454,4,1.5454545,1
10,2,0,6,19,33,2,4,8,0.8333333,102,0.5,0,0.57894737,0.26666668,1,4,9.0,2,1.1,1
23,2,0,2,24,253,1,1,23,2.0,49,0.0,0,0.5217391,0.6695652,1,2,1.1304348,1,0.95652175,1
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
10,2,0,6,14,45,3,3,10,1.1111112,59,0.33333334,0,0.27272728,0.25,0,0,4.6,1,0.8,0
36,1,0,188,44,630,186,2,33,2.0,398,0.0,0,0.0,0.20061728,0,0,10.055555,2,1.2222222,1
3,3,0,3,8,3,1,2,2,1.5,92,0.0,0,0.95,0.6666667,1,5,29.333334,3,1.0,0
9,1,0,10,20,0,10,0,9,0.25,294,1.0,0,0.0,0.31111112,1,1,31.444445,7,1.8888888,0
4,1,0,7,11,0,1,7,0,0.2777778,124,0.8333333,4,0.0,0.39285713,0,0,28.5,3,1.5,0
5,1,0,2,9,0,1,2,4,0.25,97,0.0,1,0.0,0.6,0,0,17.8,3,1.8,0
11,2,0,6,20,35,2,4,9,0.8,112,0.5,0,0.55,0.25757575,1,4,9.0,2,1.0909091,1
8,2,0,5,15,28,1,4,6,1.1428572,60,0.0,0,0.64705884,0.325,1,4,6.375,2,0.875,1
10,2,0,5,14,45,2,3,10,1.1111112,67,0.33333334,0,0.27272728,0.25,0,0,5.4,1,0.8,1
2,1,0,1,5,1,1,1,1,1.5,39,0.0,1,0.0,0.6666667,0,0,16.5,4,2.0,0
31,2,6,16,55,133,9,8,30,0.7407407,573,0.8888889,3,0.20588236,0.19354838,1,2,17.193548,5,1.0,1
32,3,0,7,64,312,0,7,32,0.8917051,614,0.9285714,0,0.61728394,0.265625,1,5,17.75,1,0.96875,1
6,1,0,7,22,3,1,6,6,0.75,111,1.0,2,0.0,0.33333334,0,0,16.833334,1,0.8333333,1
20,1,0,2,34,158,1,1,18,0.75,262,0.0,1,0.0,0.175,0,0,11.9,4,1.1,1
10,2,0,5,18,39,2,4,9,0.8518519,75,0.33333334,0,0.5,0.22857143,1,2,6.2,1,0.7,1
2,2,0,4,4,1,1,4,0,1.0,17,0.0,1,0.8,0.6666667,1,1,7.0,1,0.5,0
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
10,2,0,6,19,39,2,4,8,0.9259259,91,0.33333334,0,0.57894737,0.32,1,4,7.8,2,0.9,1
4,1,0,8,15,4,6,2,2,0.33333334,55,1.0,0,0.0,0.33333334,0,0,12.5,2,0.75,0
0,1,0,0,0,0,0,0,0,2.0,4,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
25,2,0,8,40,106,2,6,25,0.7537879,452,0.90909094,7,0.115384616,0.15555556,0,0,16.64,8,1.32,1
11,1,0,7,17,9,4,3,11,0.25,85,1.0,0,0.0,0.52272725,0,0,6.5454545,1,0.6363636,0
6,1,49,51,56,15,51,46,6,1.2,923,1.0,0,0.0,0.6666667,0,0,152.5,1,0.8333333,0
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
5,1,6,8,14,0,6,2,3,0.55,108,0.8,3,0.0,0.46666667,0,0,19.6,2,1.0,0
10,2,0,6,19,33,2,4,8,0.8333333,101,0.5,0,0.57894737,0.26666668,1,4,8.9,2,1.1,1
26,2,0,9,41,179,3,6,23,0.836,339,0.9,3,0.32352942,0.25333333,1,4,11.653846,2,0.9230769,1
15,3,0,6,37,5,2,4,14,0.9047619,434,1.0,0,0.53571427,0.4,1,4,27.733334,3,1.5333333,1
11,2,0,5,22,35,0,5,9,0.8,122,0.5,0,0.55,0.3090909,1,4,9.909091,2,0.90909094,1
5,2,0,2,6,8,2,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
6,3,0,2,13,0,2,2,5,0.2,50,0.0,1,0.7826087,0.5,2,9,7.1666665,2,1.0,0
7,2,0,3,9,9,1,3,7,0.9444444,69,0.6666667,0,0.5833333,0.31428573,1,2,8.428572,9,1.8571428,0
25,1,0,0,29,0,0,0,24,0.3888889,629,1.0,0,0.0,0.31333333,1,1,24.04,9,2.6,1
5,2,0,16,41,6,1,16,2,0.75,181,1.0,2,0.5555556,0.55,1,1,34.8,3,1.2,1
7,2,0,3,18,13,1,2,3,0.375,145,1.0,0,0.5,0.42857143,0,0,19.142857,3,0.85714287,0
28,3,2,10,56,0,2,8,25,0.0,160,1.0,1,0.49019608,0.15,2,7,4.678571,1,0.9285714,0
11,2,0,7,21,35,2,5,9,0.8,107,0.5,0,0.55,0.25757575,1,4,8.545455,2,0.90909094,1
4,1,0,6,4,6,6,0,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
34,2,1,13,60,187,5,9,34,0.74747473,700,0.8888889,2,0.18421052,0.17320262,2,3,19.32353,8,1.4117647,1
17,2,0,8,33,32,1,7,15,0.8125,243,0.5714286,2,0.42307693,0.25490198,1,4,12.882353,2,0.9411765,1
19,2,0,6,33,95,1,5,17,0.8472222,320,0.625,0,0.39285713,0.30526316,1,4,15.421053,2,0.94736844,1
6,1,0,1,27,15,1,0,5,2.0,264,0.0,0,0.0,0.29166666,0,0,43.0,1,0.8333333,0
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
11,1,0,4,15,21,1,3,11,0.53333336,90,1.0,0,0.0,0.45454547,0,0,6.909091,1,0.6363636,0
6,1,2,5,13,0,2,3,4,0.5,107,1.0,2,0.0,0.45833334,0,0,16.5,3,1.1666666,3
17,2,0,6,28,90,2,4,15,0.78125,232,0.8333333,0,0.42307693,0.30588236,1,4,12.294118,2,0.9411765,1
8,2,0,5,15,28,1,4,6,1.1428572,60,0.0,0,0.64705884,0.325,1,4,6.375,2,0.875,1
6,3,0,5,10,15,2,3,5,1.2,31,0.0,0,0.875,0.33333334,1,1,4.0,1,0.6666667,0
4,1,0,5,5,0,3,2,3,0.6666667,28,1.0,2,0.0,0.4375,0,0,5.25,1,0.75,0
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
2,5,0,3,9,1,0,3,2,2.0,33,0.0,0,1.0,0.875,0,0,15.5,0,0.0,0
3,1,0,2,24,1,1,1,1,0.75,121,1.0,0,0.0,0.5,0,0,38.666668,8,2.6666667,2
3,3,0,6,5,1,3,3,2,1.3571428,25,0.0,0,0.9,0.5,0,0,5.0,1,0.6666667,3
4,3,0,3,6,6,1,2,3,1.3333334,16,0.0,0,0.9230769,0.625,1,2,2.75,1,0.5,0
18,2,0,7,32,85,4,3,16,0.7764706,398,0.0,0,0.3846154,0.35555556,1,1,20.833334,4,1.5,2
28,1,0,2,35,198,1,1,28,0.84175086,388,1.0,0,0.0,0.38392857,0,0,12.464286,12,1.75,1
9,2,0,4,13,36,1,3,9,1.125,58,0.0,0,0.3,0.25925925,0,0,5.3333335,1,0.7777778,0
43,1,0,7,90,0,5,2,41,1.0010352,397,0.04347826,1,0.0,0.30232558,0,0,7.162791,5,1.2093023,2
4,5,0,3,8,6,2,1,4,2.0,20,0.0,0,1.0,0.6666667,0,0,4.0,0,0.0,0
6,2,0,3,7,13,1,2,5,1.0,24,0.5,1,0.5,0.8,0,0,2.6666667,1,0.6666667,0
6,3,0,4,34,13,1,3,5,1.2,194,0.0,0,0.875,0.33333334,2,3,31.166666,1,0.6666667,0
3,3,0,8,10,3,6,2,1,2.0,27,0.0,0,0.9714286,0.6666667,1,1,8.0,1,0.33333334,1
4,1,4,5,6,6,4,1,1,2.0,15,0.0,0,0.0,0.6666667,0,0,2.75,1,0.75,0
2,1,0,2,4,1,1,2,1,1.0,31,0.0,1,0.0,0.6666667,0,0,14.0,3,1.5,0
11,2,0,9,30,17,4,5,8,0.84,1209,0.4,0,0.55,0.28787878,1,4,108.454544,4,1.7272727,1
8,4,4,11,16,22,11,0,8,0.42857143,66,1.0,0,0.8095238,0.35,1,1,7.125,2,0.75,0
9,2,0,7,24,2,2,6,8,0.6666667,190,0.16666667,1,0.53846157,0.25925925,1,2,19.444445,2,0.8888889,0
23,2,0,9,48,221,3,6,21,0.9040404,378,0.44444445,0,0.34375,0.21118012,1,3,15.043478,6,1.5217391,1
14,1,0,12,29,1,2,11,13,0.7948718,193,0.0,1,0.0,0.32857144,0,0,12.357142,2,1.0,1
4,1,0,0,40,6,0,0,2,2.0,323,0.0,0,0.0,0.25,0,0,79.75,1,0.75,0
4,1,0,3,4,6,1,2,4,2.0,4,0.0,0,0.0,0.5833333,0,0,0.0,1,1.0,0
10,2,0,6,18,27,2,5,10,0.8333333,104,0.75,0,0.46666667,0.28,1,2,9.0,1,0.8,1
3,1,0,2,21,3,0,2,2,2.0,112,0.0,0,0.0,0.33333334,0,0,36.333332,4,2.3333333,0
7,1,0,20,59,9,4,16,5,0.7222222,754,1.0,0,0.0,0.16666667,0,0,106.28571,8,2.0,13
16,2,0,9,39,62,4,5,14,0.85333335,285,0.4,0,0.44,0.22321428,1,4,16.5,3,1.3125,2
8,1,0,2,12,8,0,2,7,0.8214286,129,0.083333336,0,0.0,0.64285713,0,0,13.625,1,0.625,1
8,2,0,3,15,4,3,0,5,0.42857143,90,1.0,0,0.41666666,0.425,1,1,9.875,1,0.875,1
4,1,0,3,4,6,3,0,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
134,1,0,65,390,7059,5,60,101,0.9408939,3878,0.7222222,19,0.0,0.07723855,0,0,27.671642,43,2.3507462,16
10,1,0,14,10,45,14,0,10,2.0,10,0.0,0,0.0,0.4,0,0,0.0,1,1.0,0
4,1,0,11,16,6,0,11,4,2.0,83,0.0,0,0.0,0.25,0,0,19.75,1,0.75,0
9,1,0,5,29,0,1,4,9,0.125,139,0.0,0,0.0,0.25925925,0,0,14.333333,2,1.1111112,0
102,1,0,38,302,0,5,35,88,0.92574257,1843,0.4375,3,0.0,0.1355674,0,0,16.911764,18,1.7352941,19
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
15,2,0,6,26,57,1,5,13,0.9285714,225,0.33333334,0,0.45833334,0.30666667,1,4,13.4,2,0.93333334,1
18,2,0,7,40,103,2,5,16,0.8487395,301,0.0,1,0.4074074,0.31111112,1,4,15.333333,2,1.2222222,1
1,4,0,7,2,0,7,0,0,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
3,3,0,3,8,3,1,2,2,1.5,92,0.0,0,0.95,0.6666667,1,5,29.333334,3,1.0,0
7,1,0,3,30,0,0,3,4,0.33333334,212,0.0,1,0.0,0.47619048,0,0,29.0,7,2.142857,0
36,1,0,28,144,104,5,24,27,0.8464286,1294,0.4375,5,0.0,0.12407407,0,0,34.5,18,2.7777777,14
17,2,0,8,33,0,1,7,15,0.6875,227,0.8,3,0.42307693,0.25490198,1,4,12.058824,2,0.9411765,1
5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,1,0.6,0
2,1,0,10,20,1,1,9,2,2.0,166,0.0,0,0.0,0.625,0,0,82.0,11,5.5,1
17,2,0,6,26,94,2,4,15,0.7625,207,0.8,0,0.42307693,0.30588236,1,4,10.882353,2,0.9411765,1
11,2,0,6,20,35,2,4,9,0.8,113,0.5,0,0.55,0.25757575,1,4,9.090909,2,1.0909091,1
11,2,0,6,22,35,1,5,9,0.98,125,0.2,0,0.55,0.3090909,1,4,9.909091,2,0.90909094,1
1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
11,4,0,11,24,9,5,6,10,0.75,150,1.0,2,0.7567568,0.18181819,1,1,12.090909,3,1.4545455,2
3,1,0,2,6,0,1,1,2,1.3125,41,0.125,1,0.0,0.6666667,0,0,10.0,8,3.0,2
