wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
15,1,0,0,16,105,0,0,15,2.0,34,0.0,0,0.0,0.2857143,0,0,1.2666667,1,0.93333334,0
5,2,0,3,10,0,1,2,5,0.0,82,1.0,1,0.6666667,0.55,0,0,15.2,1,0.8,0
5,3,0,3,10,10,1,2,5,2.0,76,0.0,0,0.98550725,0.55,1,1,14.2,2,0.4,2
19,1,0,0,19,171,0,0,19,2.0,19,0.0,0,0.0,0.4385965,0,0,0.0,1,1.0,0
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
0,1,0,2,0,0,1,1,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
3,1,0,2,5,1,1,1,2,1.0,41,1.0,1,0.0,0.75,0,0,12.0,3,1.0,1
15,4,0,3,18,105,0,3,15,2.0,83,0.0,0,0.8541667,0.53333336,1,6,4.5333333,1,0.93333334,2
4,4,0,2,6,6,1,2,4,1.3333334,16,0.0,0,0.97530866,0.625,2,5,2.75,1,0.5,2
20,2,0,8,41,0,1,8,19,0.0,2692,1.0,1,0.42424244,0.22857143,1,1,133.55,5,1.65,0
5,2,0,7,8,4,5,2,5,2.0,161,0.0,0,0.72727275,0.46666667,1,4,31.2,5,2.2,2
9,1,0,3,16,0,1,2,8,0.45833334,108,1.0,2,0.0,0.4074074,0,0,10.666667,2,1.1111112,0
5,1,0,20,5,10,20,0,5,2.0,5,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
5,3,2,2,7,10,2,0,5,2.0,20,0.0,0,0.9444444,0.6,0,0,3.0,1,0.2,1
4,1,0,2,4,6,1,1,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
9,4,0,3,12,36,0,3,9,2.0,50,0.0,0,0.9111111,0.5555556,1,5,4.5555553,1,0.8888889,2
16,1,0,2,16,120,1,1,16,2.0,16,0.0,0,0.0,0.375,0,0,0.0,1,1.0,1
12,2,0,9,39,20,2,7,10,0.6262626,568,0.8888889,1,0.23076923,0.27380952,0,0,45.583332,2,1.0,2
10,1,1,8,18,0,6,3,10,0.46296296,332,1.0,0,0.0,0.3,0,0,31.6,6,1.7,5
2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
7,4,0,3,10,21,0,3,7,2.0,39,0.0,0,0.9318182,0.5714286,1,6,4.571429,1,0.85714287,2
6,1,0,2,7,0,1,2,6,0.3,90,1.0,1,0.0,0.45833334,0,0,13.666667,3,1.3333334,0
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,0.7777778,0,0,0.0,1,1.0,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,4,0,2,11,21,0,2,7,2.0,43,0.0,0,0.94,0.5714286,0,0,5.142857,1,0.85714287,2
15,1,0,18,22,21,16,2,14,0.9661654,268,0.2631579,3,0.0,0.21111111,1,1,15.6,3,1.5333333,7
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,1,0,2,6,15,1,1,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
5,1,0,8,8,0,4,6,5,0.5,34,1.0,2,0.0,0.4,0,0,5.4,1,0.8,7
1,1,0,2,2,0,2,0,1,2.0,20,0.0,0,0.0,1.0,0,0,15.0,0,0.0,0
2,1,0,5,2,1,4,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
3,4,0,2,6,3,0,2,3,2.0,17,0.0,0,0.9791667,0.6666667,0,0,4.6666665,1,0.6666667,2
12,1,0,9,18,18,9,0,6,0.892562,845,0.09090909,0,0.0,0.4181818,0,0,68.5,22,7.75,8
6,2,0,4,14,0,2,2,2,0.2,154,1.0,2,0.61538464,0.41666666,1,2,24.333334,7,2.8333333,2
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,2,0,12,19,15,6,6,6,2.0,82,0.0,0,0.73333335,0.30952382,1,1,12.666667,2,0.8333333,1
10,2,0,5,32,21,1,4,7,0.9166667,190,0.625,3,0.6086956,0.26666668,1,1,17.2,2,1.0,8
5,1,0,0,5,10,0,0,5,2.0,5,0.0,0,0.0,0.7,0,0,0.0,1,1.0,0
2,1,0,16,2,1,16,0,2,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
0,1,0,8,0,0,8,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
21,4,0,2,25,210,0,2,21,2.0,120,0.0,0,0.8245614,0.52380955,0,0,4.714286,1,0.95238096,3
6,1,0,1,8,3,1,0,4,0.6,74,1.0,0,0.0,0.75,0,0,11.0,3,1.1666666,0
13,1,0,0,13,78,0,0,13,2.0,13,0.0,0,0.0,0.46153846,0,0,0.0,1,1.0,0
10,2,0,13,35,0,3,10,8,0.37777779,537,1.0,0,0.6111111,0.3,1,2,52.2,4,1.3,1
4,1,0,2,4,6,1,1,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
8,1,0,2,8,28,1,1,8,2.0,8,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
8,1,0,1,13,4,1,0,7,0.5714286,424,1.0,0,0.0,0.5,0,0,51.75,1,0.75,13
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
10,1,0,11,10,45,10,1,10,1.1111112,15,0.0,0,0.0,0.46666667,0,0,0.0,1,1.0,1
9,4,0,2,12,36,0,2,9,2.0,50,0.0,0,0.92156863,0.5555556,0,0,4.5555553,1,0.8888889,2
5,3,0,0,7,10,0,0,5,2.0,20,0.0,0,0.9444444,0.6,0,0,3.0,1,0.2,1
8,5,0,6,23,0,4,2,8,0.5714286,183,1.0,0,0.75,0.40625,1,1,21.25,8,1.625,1
16,1,0,7,16,120,2,5,16,1.0666667,20,0.0,0,0.0,0.1953125,0,0,0.0,1,1.0,1
5,4,0,11,17,10,6,5,5,2.0,80,0.0,0,0.90909094,0.31428573,0,0,15.0,1,0.6,1
4,4,0,7,8,6,2,5,4,2.0,29,0.0,0,1.0,0.5,0,0,6.25,0,0.0,5
5,1,0,13,5,10,11,2,5,2.0,5,0.0,0,0.0,0.4,0,0,0.0,1,1.0,2
57,1,3,10,126,920,3,7,38,0.7714286,2036,0.93333334,4,0.0,0.13630229,0,0,34.45614,7,1.245614,15
8,1,0,2,8,28,1,1,8,2.0,8,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,0.6666667,0,0,0.0,1,1.0,1
38,1,0,0,38,703,0,0,38,2.0,38,0.0,0,0.0,0.35526314,0,0,0.0,1,1.0,0
12,1,0,0,24,0,0,0,12,0.3030303,178,0.0,0,0.0,0.4375,0,0,13.583333,2,1.25,0
7,3,0,9,20,21,2,7,4,2.0,194,0.0,0,0.8214286,0.3809524,2,6,26.714285,12,2.2857144,1
35,4,0,3,43,595,0,3,35,2.0,200,0.0,0,0.734375,0.30857143,0,0,4.714286,1,0.9714286,3
7,3,3,11,22,21,5,6,4,2.0,217,0.0,0,0.84375,0.33333334,0,0,30.0,1,0.71428573,1
2,2,0,8,6,0,2,6,1,0.0,36,1.0,1,0.9230769,0.625,1,2,16.5,1,0.5,0
7,4,0,3,10,21,0,3,7,2.0,39,0.0,0,0.9318182,0.5714286,1,6,4.571429,1,0.85714287,2
1,1,0,0,1,0,0,0,1,2.0,17,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
14,1,0,0,25,33,0,0,12,0.6923077,91,1.0,2,0.0,0.3857143,0,0,5.357143,3,1.0714285,0
20,4,0,11,49,112,2,9,3,0.7894737,840,1.0,0,0.64,0.19545455,3,13,40.9,5,1.45,1
8,1,0,0,8,28,0,0,8,2.0,8,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
9,2,0,4,18,0,2,2,3,0.625,118,1.0,0,0.5,0.3888889,1,2,11.777778,2,1.3333334,3
14,1,0,6,14,91,6,0,14,2.0,14,0.0,0,0.0,0.375,0,0,0.0,1,1.0,0
17,4,0,2,23,136,0,2,17,2.0,96,0.0,0,0.8545455,0.3970588,0,0,4.647059,1,0.9411765,3
5,1,0,2,6,0,1,1,0,0.4722222,97,0.0,1,0.0,0.48,0,0,16.6,4,1.4,0
7,3,0,11,26,21,3,8,4,2.0,207,0.0,0,0.8214286,0.40816328,2,6,28.571428,2,0.85714287,1
6,1,0,0,6,15,0,0,6,2.0,6,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
53,1,0,32,143,1146,13,20,20,0.90617716,6643,0.09090909,6,0.0,0.1923077,1,1,123.71698,147,13.358491,6
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
3,1,0,1,6,0,1,1,2,0.0,19,1.0,1,0.0,0.5555556,0,0,5.0,1,0.6666667,0
7,2,1,4,12,15,3,2,7,0.9166667,80,0.75,0,0.88,0.52380955,1,4,9.857142,3,1.8571428,4
9,1,2,10,16,0,9,1,9,0.5,86,1.0,0,0.0,0.7037037,0,0,8.333333,2,1.1111112,2
29,3,0,9,30,406,0,9,29,1.0357143,63,1.0,1,0.06666667,0.26600984,0,0,1.137931,1,0.9655172,2
4,1,0,0,4,6,0,0,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
4,1,0,0,4,6,0,0,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
5,4,0,2,8,10,0,2,5,2.0,28,0.0,0,0.9591837,0.6,0,0,4.6,1,0.8,2
4,1,0,1,8,0,1,0,2,1.0,318,1.0,0,0.0,0.75,0,0,77.75,8,4.25,0
8,1,1,3,20,22,1,3,6,0.9285714,108,0.5,0,0.0,0.2857143,0,0,12.25,1,0.75,4
46,1,0,51,178,461,6,47,28,0.8979167,3157,0.375,21,0.0,0.15714286,0,0,66.23913,51,4.8913045,62
9,1,0,4,15,0,2,2,8,0.1875,243,1.0,1,0.0,0.42222223,0,0,25.777779,6,2.1111112,1
1,1,0,3,1,0,1,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
0,1,0,2,0,0,1,1,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
20,1,0,2,20,190,1,1,20,2.0,20,0.0,0,0.0,0.375,0,0,0.0,1,1.0,1
2,2,0,5,11,1,1,5,0,1.0,95,1.0,1,0.8,0.6,1,1,46.0,1,0.5,0
5,1,0,1,5,10,1,0,5,2.0,5,0.0,0,0.0,1.0,0,0,0.0,1,1.0,6
11,1,0,11,41,0,2,11,11,0.66,347,1.0,1,0.0,0.3090909,0,0,30.09091,4,1.5454545,0
11,1,8,29,59,5,9,24,0,0.9266667,1209,0.8,5,0.0,0.21212122,0,0,107.545456,40,9.0,11
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
3,1,0,2,3,3,2,0,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,2
2,2,0,9,3,1,8,1,1,1.0,18,0.0,0,1.0,1.0,0,0,6.5,0,0.0,1
4,2,0,4,8,4,0,4,3,0.6666667,31,0.0,1,0.6666667,0.44444445,0,0,6.5,1,0.5,2
23,1,0,0,23,253,0,0,23,2.0,23,0.0,0,0.0,0.3478261,0,0,0.0,1,1.0,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,4,0,3,10,21,0,3,7,2.0,39,0.0,0,0.9318182,0.5714286,1,4,4.571429,1,0.85714287,2
14,2,0,10,38,71,3,7,10,0.71794873,219,1.0,2,0.2,0.21428572,0,0,14.214286,6,1.2857143,1
12,1,0,0,12,66,0,0,12,2.0,12,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
1,4,0,3,2,0,0,3,1,2.0,6,0.0,0,1.0,1.0,0,0,5.0,0,0.0,2
5,4,0,3,8,10,0,3,5,2.0,28,0.0,0,0.95348835,0.6,1,4,4.6,1,0.8,2
3,3,0,0,4,1,0,0,2,0.5,247,0.0,0,0.974359,1.0,0,0,81.0,1,0.33333334,0
8,1,0,2,14,0,2,0,7,0.35714287,144,1.0,0,0.0,0.625,0,0,16.75,4,1.375,1
31,1,0,28,98,301,9,22,24,0.9494253,1373,0.9655172,6,0.0,0.16969697,0,0,42.35484,39,2.903226,40
4,1,0,36,4,6,36,0,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
9,1,0,0,24,0,0,0,0,0.5833333,322,0.44444445,2,0.0,0.35555556,0,0,33.77778,8,2.8888888,0
1,1,0,4,2,0,4,0,1,2.0,20,0.0,0,0.0,1.0,0,0,15.0,0,0.0,6
8,2,0,6,15,26,2,4,7,0.71428573,48,1.0,1,0.33333334,0.2857143,0,0,4.875,1,0.75,1
12,1,0,3,22,0,3,1,6,0.530303,332,0.0,0,0.0,0.35,0,0,26.166666,8,2.75,1
5,1,0,5,6,10,1,4,5,1.25,47,1.0,0,0.0,0.5,0,0,8.2,2,1.2,3
6,1,1,6,16,7,2,4,2,1.0081632,1857,1.0,1,0.0,0.68,0,0,300.33334,10,3.3333333,0
1,1,0,4,2,0,3,1,1,2.0,16,0.0,1,0.0,1.0,0,0,12.0,0,0.0,7
1,1,0,1,1,0,1,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,1,0,4,8,0,3,1,5,0.375,35,1.0,1,0.0,0.6,0,0,5.6,1,0.8,1
1,1,0,14,1,0,14,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,2
4,1,0,6,13,0,4,2,3,0.0,87,0.0,1,0.0,0.4375,0,0,20.25,5,1.5,0
1,1,0,0,2,0,0,0,1,2.0,8,0.0,0,0.0,1.0,0,0,3.0,0,0.0,2
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
12,1,0,24,34,66,7,17,10,2.0,558,0.0,0,0.0,0.17948718,0,0,45.5,13,6.4166665,13
14,1,0,0,14,91,0,0,14,2.0,14,0.0,0,0.0,0.20634921,0,0,0.0,1,1.0,0
10,2,0,1,19,0,1,0,10,0.6666667,112,0.6666667,0,0.5555556,0.34,1,2,9.9,1,0.8,2
48,1,0,12,63,912,10,2,48,0.90705484,598,1.0,1,0.0,0.22023809,0,0,11.0625,12,1.625,5
30,4,4,16,79,57,10,9,24,0.7356322,683,0.6666667,1,0.7383177,0.33333334,2,14,21.666666,11,2.7333333,21
10,1,0,3,13,25,3,1,10,0.9444444,139,0.0,0,0.0,0.35,1,1,11.1,6,1.2,1
2,1,0,1,5,0,1,0,2,0.0,47,0.0,1,0.0,0.625,0,0,20.5,0,0.0,0
63,1,1,28,98,1703,6,22,27,0.933871,3757,0.98,10,0.0,0.0959596,0,0,57.84127,28,3.2222223,1
17,1,1,0,22,100,0,0,16,0.875,100,1.0,0,0.0,0.36764705,0,0,4.529412,1,0.9411765,0
15,1,0,2,28,0,1,1,14,0.071428575,90,1.0,1,0.0,0.46666667,0,0,4.9333334,1,0.93333334,0
2,4,0,4,3,0,4,0,2,0.0,13,0.0,0,0.9444444,0.6666667,0,0,5.0,1,0.5,1
44,3,9,18,71,766,9,9,5,0.980897,1970,1.0,0,0.39130434,0.19318181,1,6,43.136364,20,2.5681818,1
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,0.6666667,0,0,0.0,1,1.0,0
4,2,0,3,14,0,3,1,1,0.0,150,0.0,0,0.94,0.875,1,2,36.25,23,6.75,0
9,1,0,13,38,10,2,11,5,0.76785713,309,0.5714286,0,0.0,0.2857143,0,0,32.555557,2,1.1111112,0
12,1,2,21,20,42,21,2,10,0.93939394,190,0.6666667,2,0.0,0.21428572,1,1,14.083333,7,1.75,5
1,1,0,8,1,0,7,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
0,1,0,2,0,0,1,1,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
19,4,0,11,39,133,2,9,3,2.0,442,0.0,0,0.6530612,0.20574163,2,11,22.263159,5,1.3157895,1
3,4,0,2,6,3,1,2,3,2.0,17,0.0,0,0.9791667,0.6666667,0,0,4.6666665,1,0.6666667,2
10,1,0,0,15,37,0,0,10,0.7777778,64,1.0,0,0.0,0.375,0,0,5.0,1,0.8,0
9,1,0,4,24,10,3,1,8,1.0855263,1343,0.10526316,1,0.0,0.4375,0,0,141.88889,7,1.7777778,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
39,2,0,10,72,277,1,9,2,1.0,804,1.0,0,0.5714286,0.18421052,1,10,19.461538,12,1.5641025,6
11,3,35,39,20,55,36,4,7,2.0,93,0.0,0,0.8780488,0.43636364,2,3,7.4545455,3,1.2727273,2
5,2,0,2,10,0,1,1,5,0.0,84,1.0,1,0.6,0.48,0,0,15.6,1,0.8,0
3,4,0,2,6,3,0,2,3,2.0,17,0.0,0,0.9791667,0.6666667,0,0,4.6666665,1,0.6666667,2
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
38,4,0,3,49,703,0,3,38,2.0,229,0.0,0,0.71755725,0.29473683,1,3,5.0263157,3,1.0789474,2
9,4,0,2,15,36,0,2,9,2.0,52,0.0,0,0.92156863,0.41666666,0,0,4.7777777,1,0.8888889,2
3,4,0,6,11,3,2,4,2,2.0,57,0.0,0,0.98571426,0.42857143,1,7,18.0,1,0.33333334,1
1,1,0,8,2,0,7,1,1,2.0,20,0.0,1,0.0,1.0,0,0,15.0,0,0.0,0
2,3,0,0,3,0,0,0,0,0.0,13,1.0,0,0.9444444,0.6666667,0,0,5.0,1,0.5,0
7,1,0,8,16,0,0,8,7,0.6388889,113,0.6666667,2,0.0,0.35714287,0,0,14.285714,3,1.2857143,4
10,1,0,46,16,15,46,0,10,0.055555556,235,0.0,0,0.0,0.375,1,1,22.1,8,2.1,3
11,1,0,7,18,0,4,3,9,0.3,242,1.0,1,0.0,0.4090909,0,0,20.818182,4,1.8181819,0
35,1,0,0,35,595,0,0,35,2.0,35,0.0,0,0.0,0.37142858,0,0,0.0,1,1.0,0
5,4,0,2,11,10,0,2,5,2.0,30,0.0,0,0.9591837,0.45,0,0,5.0,1,0.8,2
4,3,0,3,6,4,2,2,4,0.6666667,109,1.0,1,0.85714287,0.4,2,2,25.0,1,0.75,0
2,2,2,17,20,1,2,15,1,2.0,269,0.0,0,0.90909094,0.5714286,0,0,133.5,16,8.0,2
6,1,0,0,6,15,0,0,6,1.2,9,0.0,0,0.0,0.33333334,0,0,0.0,1,1.0,0
4,2,0,4,11,2,3,2,4,0.94871795,123,0.07692308,1,0.5714286,0.375,0,0,26.5,2,1.0,0
3,3,0,3,4,0,2,1,0,0.5,21,0.0,0,0.9230769,0.6666667,0,0,5.3333335,1,0.6666667,0
6,1,0,0,36,15,0,0,0,0.93333334,304,0.33333334,0,0.0,0.33333334,0,0,49.166668,1,0.8333333,1
26,1,0,0,26,325,0,0,26,2.0,26,0.0,0,0.0,0.4871795,0,0,0.0,1,1.0,0
1,1,0,8,1,0,5,3,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
16,1,0,0,16,120,0,0,16,2.0,16,0.0,0,0.0,0.375,0,0,0.0,1,1.0,0
3,1,0,9,3,3,7,2,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
6,1,0,2,7,7,1,1,5,0.8,39,1.0,0,0.0,0.44444445,0,0,4.8333335,1,0.8333333,0
4,2,0,12,16,4,3,11,0,2.0,138,0.0,0,0.7692308,0.5714286,1,2,33.5,4,2.0,4
26,1,0,0,40,0,0,0,24,0.08,763,0.0,0,0.0,0.52884614,0,0,28.26923,5,2.6538463,1
14,2,0,5,86,41,1,4,10,2.0,1128,0.0,0,0.8484849,0.24603175,2,7,79.57143,7,1.2142857,24
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,0.6666667,0,0,0.0,1,1.0,0
11,4,0,3,14,55,0,3,11,2.0,61,0.0,0,0.8913044,0.54545456,1,4,4.5454545,1,0.90909094,2
36,2,0,21,124,134,1,20,11,0.8516129,3317,1.0,9,0.33333334,0.18730159,2,4,90.27778,2,1.0555556,21
4,2,0,2,8,4,0,2,2,0.6666667,31,1.0,1,0.6666667,0.5,0,0,6.5,1,0.5,1
25,4,0,3,32,300,0,3,25,2.0,142,0.0,0,0.7735849,0.312,1,7,4.68,1,0.96,2
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
10,1,0,15,20,19,10,6,9,0.90123457,310,0.11111111,5,0.0,0.4,0,0,28.2,3,1.4,10
21,2,1,14,46,162,1,13,15,0.98571426,323,1.0,4,0.30769232,0.12585033,2,7,13.714286,2,0.9047619,2
5,4,0,3,8,10,0,3,5,2.0,28,0.0,0,0.95348835,0.6,1,4,4.6,1,0.8,2
